Climate zone 12 with externalities,"""Created April 18, 2006""",Nominal nonres $0.145972/kBtu,Nominal res $0.164171/kBtu,,
Electric,,Natural Gas,,Propane,
Commercial,Residential,Commercial,Residential,Commercial,Residential
kBtu/kWh,kBtu/kWh,kBtu/therm,kBtu/therm,kBtu/therm,kBtu/therm
11.27868019,8.517637135,181.08 ,165.73 ,237.72 ,222.69 
10.89088628,8.172830319,181.08 ,165.73 ,237.72 ,222.69 
10.00294695,7.383319383,181.08 ,165.73 ,237.72 ,222.69 
9.698510611,7.11262992,181.08 ,165.73 ,237.72 ,222.69 
9.781868181,7.186747273,181.08 ,165.73 ,237.72 ,222.69 
8.712716745,6.236111657,181.08 ,165.73 ,237.72 ,222.69 
10.89813477,8.179275306,181.08 ,165.73 ,237.72 ,222.69 
10.98511658,8.256615152,181.08 ,165.73 ,237.72 ,222.69 
12.40219526,9.516610155,181.08 ,165.73 ,237.72 ,222.69 
12.94583158,9.999984197,181.08 ,165.73 ,237.72 ,222.69 
12.40219526,9.516610155,181.08 ,165.73 ,237.72 ,222.69 
13.08717703,10.12566145,181.08 ,165.73 ,237.72 ,222.69 
12.51817101,9.619729951,181.08 ,165.73 ,237.72 ,222.69 
12.40219526,9.516610155,181.08 ,165.73 ,237.72 ,222.69 
11.10471657,8.362957442,181.08 ,165.73 ,237.72 ,222.69 
10.45960146,7.789353579,181.08 ,165.73 ,237.72 ,222.69 
10.56470449,7.882805893,181.08 ,165.73 ,237.72 ,222.69 
13.08717703,10.12566145,181.08 ,165.73 ,237.72 ,222.69 
13.08717703,10.12566145,181.08 ,165.73 ,237.72 ,222.69 
12.5000498,9.603617483,181.08 ,165.73 ,237.72 ,222.69 
12.32608618,9.448937789,181.08 ,165.73 ,237.72 ,222.69 
11.58674078,8.791549092,181.08 ,165.73 ,237.72 ,222.69 
11.67372259,8.868888939,181.08 ,165.73 ,237.72 ,222.69 
10.23127421,7.586336481,181.08 ,165.73 ,237.72 ,222.69 
12.82260735,9.890419414,181.08 ,165.73 ,237.72 ,222.69 
12.85522553,9.919421857,181.08 ,165.73 ,237.72 ,222.69 
12.44931041,9.558502572,181.08 ,165.73 ,237.72 ,222.69 
12.64864373,9.735739721,181.08 ,165.73 ,237.72 ,222.69 
13.00019522,10.0483216,181.08 ,165.73 ,237.72 ,222.69 
15.95926311,12.67937576,181.08 ,165.73 ,237.72 ,222.69 
16.62662121,13.27275698,181.08 ,165.73 ,237.72 ,222.69 
17.36358108,13.92802458,181.08 ,165.73 ,237.72 ,222.69 
17.74721843,14.26913559,181.08 ,165.73 ,237.72 ,222.69 
17.57109391,14.11253453,181.08 ,165.73 ,237.72 ,222.69 
17.11400883,13.7061175,181.08 ,165.73 ,237.72 ,222.69 
17.11400883,13.7061175,181.08 ,165.73 ,237.72 ,222.69 
16.90433678,13.51968767,181.08 ,165.73 ,237.72 ,222.69 
16.90433678,13.51968767,181.08 ,165.73 ,237.72 ,222.69 
16.64853687,13.29224328,181.08 ,165.73 ,237.72 ,222.69 
16.41789762,13.08717046,181.08 ,165.73 ,237.72 ,222.69 
16.90433678,13.51968767,181.08 ,165.73 ,237.72 ,222.69 
21.83163002,17.90078869,181.08 ,165.73 ,237.72 ,222.69 
20.5735977,16.78220971,181.08 ,165.73 ,237.72 ,222.69 
18.37204115,14.82469648,181.08 ,165.73 ,237.72 ,222.69 
17.00917281,13.61290259,181.08 ,165.73 ,237.72 ,222.69 
16.23767017,12.9269213,181.08 ,165.73 ,237.72 ,222.69 
16.33593149,13.01429031,181.08 ,165.73 ,237.72 ,222.69 
15.05444016,11.87485276,181.08 ,165.73 ,237.72 ,222.69 
13.7721588,10.73471274,181.08 ,165.73 ,237.72 ,222.69 
12.64864373,9.735739721,181.08 ,165.73 ,237.72 ,222.69 
12.43843768,9.548835091,181.08 ,165.73 ,237.72 ,222.69 
12.43843768,9.548835091,181.08 ,165.73 ,237.72 ,222.69 
13.52208609,10.51236068,181.08 ,165.73 ,237.72 ,222.69 
16.40143903,13.07253632,181.08 ,165.73 ,237.72 ,222.69 
17.29397932,13.86613819,181.08 ,165.73 ,237.72 ,222.69 
17.40861752,13.96806871,181.08 ,165.73 ,237.72 ,222.69 
17.71786434,14.24303541,181.08 ,165.73 ,237.72 ,222.69 
17.61722176,14.15354909,181.08 ,165.73 ,237.72 ,222.69 
17.60464144,14.1423633,181.08 ,165.73 ,237.72 ,222.69 
17.58786767,14.12744892,181.08 ,165.73 ,237.72 ,222.69 
17.36980874,13.93356189,181.08 ,165.73 ,237.72 ,222.69 
17.36980874,13.93356189,181.08 ,165.73 ,237.72 ,222.69 
16.71982537,13.35562942,181.08 ,165.73 ,237.72 ,222.69 
16.7324057,13.36681521,181.08 ,165.73 ,237.72 ,222.69 
17.30271368,13.87390435,181.08 ,165.73 ,237.72 ,222.69 
21.09777784,17.24828428,181.08 ,165.73 ,237.72 ,222.69 
19.83974552,16.1297053,181.08 ,165.73 ,237.72 ,222.69 
17.32368089,13.89254733,181.08 ,165.73 ,237.72 ,222.69 
17.30271368,13.87390435,181.08 ,165.73 ,237.72 ,222.69 
16.42191014,13.0907382,181.08 ,165.73 ,237.72 ,222.69 
15.80777692,12.54468186,181.08 ,165.73 ,237.72 ,222.69 
14.17444968,11.09240953,181.08 ,165.73 ,237.72 ,222.69 
13.8156497,10.77338266,181.08 ,165.73 ,237.72 ,222.69 
13.43872852,10.43824333,181.08 ,165.73 ,237.72 ,222.69 
12.64864373,9.735739721,181.08 ,165.73 ,237.72 ,222.69 
12.94945583,10.00320669,181.08 ,165.73 ,237.72 ,222.69 
14.32566874,11.22686591,181.08 ,165.73 ,237.72 ,222.69 
16.6429981,13.28731848,181.08 ,165.73 ,237.72 ,222.69 
18.01865652,14.51048467,181.08 ,165.73 ,237.72 ,222.69 
16.83133229,13.45477575,181.08 ,165.73 ,237.72 ,222.69 
17.50819229,14.05660558,181.08 ,165.73 ,237.72 ,222.69 
17.65496273,14.18710646,181.08 ,165.73 ,237.72 ,222.69 
17.60464144,14.1423633,181.08 ,165.73 ,237.72 ,222.69 
17.58367423,14.12372032,181.08 ,165.73 ,237.72 ,222.69 
16.5898287,13.24004292,181.08 ,165.73 ,237.72 ,222.69 
16.5898287,13.24004292,181.08 ,165.73 ,237.72 ,222.69 
16.38015665,13.05361309,181.08 ,165.73 ,237.72 ,222.69 
15.96081254,12.68075343,181.08 ,165.73 ,237.72 ,222.69 
16.27532062,12.96039818,181.08 ,165.73 ,237.72 ,222.69 
18.37204115,14.82469648,181.08 ,165.73 ,237.72 ,222.69 
17.88979543,14.39590787,181.08 ,165.73 ,237.72 ,222.69 
17.11400883,13.7061175,181.08 ,165.73 ,237.72 ,222.69 
17.11400883,13.7061175,181.08 ,165.73 ,237.72 ,222.69 
16.21719907,12.90871942,181.08 ,165.73 ,237.72 ,222.69 
16.42191014,13.0907382,181.08 ,165.73 ,237.72 ,222.69 
15.08309971,11.90033539,181.08 ,165.73 ,237.72 ,222.69 
11.70996501,8.901113875,181.08 ,165.73 ,237.72 ,222.69 
12.18474073,9.323260538,181.08 ,165.73 ,237.72 ,222.69 
11.70996501,8.901113875,181.08 ,165.73 ,237.72 ,222.69 
11.67372259,8.868888939,181.08 ,165.73 ,237.72 ,222.69 
10.81115295,8.101935459,181.08 ,165.73 ,237.72 ,222.69 
9.825359087,7.225417196,181.08 ,165.73 ,237.72 ,222.69 
8.669225839,6.197441734,181.08 ,165.73 ,237.72 ,222.69 
10.46322571,7.792576072,181.08 ,165.73 ,237.72 ,222.69 
12.72475281,9.803412087,181.08 ,165.73 ,237.72 ,222.69 
12.72837705,9.80663458,181.08 ,165.73 ,237.72 ,222.69 
13.09080127,10.12888394,181.08 ,165.73 ,237.72 ,222.69 
13.09442551,10.13210644,181.08 ,165.73 ,237.72 ,222.69 
13.45322549,10.4511333,181.08 ,165.73 ,237.72 ,222.69 
12.72837705,9.80663458,181.08 ,165.73 ,237.72 ,222.69 
12.72475281,9.803412087,181.08 ,165.73 ,237.72 ,222.69 
12.3623286,9.481162726,181.08 ,165.73 ,237.72 ,222.69 
12.72475281,9.803412087,181.08 ,165.73 ,237.72 ,222.69 
