Climate zone 5 no externalities," Created March 11, 2002",Nominal nonres $0.07445/kBtu,Nominal res $0.14488/kBtu,,
Electric,,Natural Gas,,Propane,
Commercial,Residential,Commercial,Residential,Commercial,Residential
kBtu/kWh,kBtu/kWh,kBtu/therm,kBtu/therm,kBtu/therm,kBtu/therm
14.68493188,11.01215264,113.6733463,99.8158743,198.6813542,185.7927982
14.50167044,10.88020455,113.6733463,99.8158743,198.6813542,185.7927982
14.49985042,10.87889414,113.6733463,99.8158743,198.6813542,185.7927982
14.52377449,10.89611946,113.6733463,99.8158743,198.6813542,185.7927982
14.89641658,11.16442145,113.6733463,99.8158743,198.6813542,185.7927982
15.72309304,11.75962782,113.6733463,99.8158743,198.6813542,185.7927982
16.67307353,12.44361298,113.6733463,99.8158743,198.6813542,185.7927982
17.17979521,12.80845217,113.6733463,99.8158743,198.6813542,185.7927982
17.54629077,13.07232867,113.6733463,99.8158743,198.6813542,185.7927982
17.72266764,13.19931987,113.6733463,99.8158743,198.6813542,185.7927982
17.88323817,13.31493052,113.6733463,99.8158743,198.6813542,185.7927982
17.78632909,13.24515606,113.6733463,99.8158743,198.6813542,185.7927982
17.67555588,13.16539944,113.6733463,99.8158743,198.6813542,185.7927982
17.63042443,13.13290484,113.6733463,99.8158743,198.6813542,185.7927982
17.48770151,13.03014445,113.6733463,99.8158743,198.6813542,185.7927982
17.38882722,12.95895504,113.6733463,99.8158743,198.6813542,185.7927982
17.83253969,13.27842765,113.6733463,99.8158743,198.6813542,185.7927982
19.3576547,14.37650919,113.6733463,99.8158743,198.6813542,185.7927982
19.02644405,14.1380378,113.6733463,99.8158743,198.6813542,185.7927982
18.09011541,13.46388196,113.6733463,99.8158743,198.6813542,185.7927982
17.59199261,13.10523395,113.6733463,99.8158743,198.6813542,185.7927982
16.85423174,12.57404674,113.6733463,99.8158743,198.6813542,185.7927982
16.18109214,12.08938679,113.6733463,99.8158743,198.6813542,185.7927982
15.39350534,11.52232495,113.6733463,99.8158743,198.6813542,185.7927982
14.77282773,11.07543758,113.6733463,99.8158743,198.6813542,185.7927982
14.59698016,10.94882748,113.6733463,99.8158743,198.6813542,185.7927982
14.39695889,10.80481232,113.6733463,99.8158743,198.6813542,185.7927982
14.46282954,10.85223914,113.6733463,99.8158743,198.6813542,185.7927982
14.91661076,11.17896124,113.6733463,99.8158743,198.6813542,185.7927982
15.7077332,11.74856874,113.6733463,99.8158743,198.6813542,185.7927982
16.51853064,12.33234223,113.6733463,99.8158743,198.6813542,185.7927982
16.99147019,12.67285831,113.6733463,99.8158743,198.6813542,185.7927982
17.2994827,12.89462706,113.6733463,99.8158743,198.6813542,185.7927982
17.50416614,13.04199897,113.6733463,99.8158743,198.6813542,185.7927982
17.58203208,13.09806238,113.6733463,99.8158743,198.6813542,185.7927982
17.47636959,13.02198548,113.6733463,99.8158743,198.6813542,185.7927982
17.41745791,12.97956912,113.6733463,99.8158743,198.6813542,185.7927982
17.35761547,12.93648261,113.6733463,99.8158743,198.6813542,185.7927982
17.27606785,12.87776839,113.6733463,99.8158743,198.6813542,185.7927982
17.16349015,12.79671254,113.6733463,99.8158743,198.6813542,185.7927982
17.51060731,13.04663661,113.6733463,99.8158743,198.6813542,185.7927982
18.82231947,13.99106828,113.6733463,99.8158743,198.6813542,185.7927982
18.62044389,13.84571802,113.6733463,99.8158743,198.6813542,185.7927982
17.90566027,13.33107441,113.6733463,99.8158743,198.6813542,185.7927982
17.48874683,13.03089708,113.6733463,99.8158743,198.6813542,185.7927982
16.83782197,12.56223172,113.6733463,99.8158743,198.6813542,185.7927982
16.26536592,12.15006384,113.6733463,99.8158743,198.6813542,185.7927982
15.4043105,11.53010465,113.6733463,99.8158743,198.6813542,185.7927982
14.75868888,11.06525762,113.6733463,99.8158743,198.6813542,185.7927982
14.48695183,10.86960717,113.6733463,99.8158743,198.6813542,185.7927982
14.22405915,10.68032466,113.6733463,99.8158743,198.6813542,185.7927982
14.23652218,10.68929803,113.6733463,99.8158743,198.6813542,185.7927982
14.610202,10.95834719,113.6733463,99.8158743,198.6813542,185.7927982
15.44071431,11.55631536,113.6733463,99.8158743,198.6813542,185.7927982
16.24257612,12.1336552,113.6733463,99.8158743,198.6813542,185.7927982
16.68953264,12.45546352,113.6733463,99.8158743,198.6813542,185.7927982
16.95451063,12.64624746,113.6733463,99.8158743,198.6813542,185.7927982
17.07514679,12.73310539,113.6733463,99.8158743,198.6813542,185.7927982
17.15511905,12.79068535,113.6733463,99.8158743,198.6813542,185.7927982
17.1137538,12.76090241,113.6733463,99.8158743,198.6813542,185.7927982
17.06608994,12.72658447,113.6733463,99.8158743,198.6813542,185.7927982
17.02399089,12.69627319,113.6733463,99.8158743,198.6813542,185.7927982
16.92418281,12.62441145,113.6733463,99.8158743,198.6813542,185.7927982
16.8427471,12.56577781,113.6733463,99.8158743,198.6813542,185.7927982
17.07165239,12.73058943,113.6733463,99.8158743,198.6813542,185.7927982
17.85515453,13.29471032,113.6733463,99.8158743,198.6813542,185.7927982
17.74041566,13.21209843,113.6733463,99.8158743,198.6813542,185.7927982
17.36850035,12.94431972,113.6733463,99.8158743,198.6813542,185.7927982
17.07454385,12.73267127,113.6733463,99.8158743,198.6813542,185.7927982
16.5889689,12.38305771,113.6733463,99.8158743,198.6813542,185.7927982
15.98099936,11.94532015,113.6733463,99.8158743,198.6813542,185.7927982
15.33400396,11.479484,113.6733463,99.8158743,198.6813542,185.7927982
14.58593106,10.94087213,113.6733463,99.8158743,198.6813542,185.7927982
14.17939223,10.64816451,113.6733463,99.8158743,198.6813542,185.7927982
13.8727233,10.42736314,113.6733463,99.8158743,198.6813542,185.7927982
14.00699805,10.52404084,113.6733463,99.8158743,198.6813542,185.7927982
14.414751,10.81762263,113.6733463,99.8158743,198.6813542,185.7927982
15.47842653,11.58346813,113.6733463,99.8158743,198.6813542,185.7927982
16.35691894,12.21598194,113.6733463,99.8158743,198.6813542,185.7927982
16.71500244,12.47380176,113.6733463,99.8158743,198.6813542,185.7927982
17.01876406,12.69250987,113.6733463,99.8158743,198.6813542,185.7927982
17.12111243,12.76620062,113.6733463,99.8158743,198.6813542,185.7927982
17.2152056,12.83394762,113.6733463,99.8158743,198.6813542,185.7927982
17.16124707,12.79509752,113.6733463,99.8158743,198.6813542,185.7927982
17.10518751,12.75473468,113.6733463,99.8158743,198.6813542,185.7927982
17.02179184,12.69468988,113.6733463,99.8158743,198.6813542,185.7927982
16.93936006,12.63533906,113.6733463,99.8158743,198.6813542,185.7927982
16.86972769,12.58520381,113.6733463,99.8158743,198.6813542,185.7927982
17.06854678,12.72835339,113.6733463,99.8158743,198.6813542,185.7927982
17.9674894,13.37559133,113.6733463,99.8158743,198.6813542,185.7927982
17.67149738,13.16247732,113.6733463,99.8158743,198.6813542,185.7927982
17.20365896,12.82563405,113.6733463,99.8158743,198.6813542,185.7927982
16.94496568,12.6393751,113.6733463,99.8158743,198.6813542,185.7927982
16.56992189,12.36934389,113.6733463,99.8158743,198.6813542,185.7927982
16.02065258,11.97387043,113.6733463,99.8158743,198.6813542,185.7927982
15.33121237,11.47747406,113.6733463,99.8158743,198.6813542,185.7927982
14.55892537,10.92142806,113.6733463,99.8158743,198.6813542,185.7927982
14.30134241,10.73596854,113.6733463,99.8158743,198.6813542,185.7927982
13.97031068,10.49762597,113.6733463,99.8158743,198.6813542,185.7927982
13.87165423,10.42659341,113.6733463,99.8158743,198.6813542,185.7927982
14.02133347,10.53436234,113.6733463,99.8158743,198.6813542,185.7927982
14.47300202,10.85956331,113.6733463,99.8158743,198.6813542,185.7927982
15.01735678,11.25149829,113.6733463,99.8158743,198.6813542,185.7927982
15.4708655,11.57802419,113.6733463,99.8158743,198.6813542,185.7927982
15.93848063,11.9147067,113.6733463,99.8158743,198.6813542,185.7927982
16.15502442,12.07061805,113.6733463,99.8158743,198.6813542,185.7927982
16.25408476,12.14194141,113.6733463,99.8158743,198.6813542,185.7927982
16.20683649,12.1079227,113.6733463,99.8158743,198.6813542,185.7927982
16.12976973,12.05243469,113.6733463,99.8158743,198.6813542,185.7927982
15.95099514,11.92371714,113.6733463,99.8158743,198.6813542,185.7927982
