Climate zone 11 with externalities,"""Created April 18, 2006""",Nominal nonres $0.145972/kBtu,Nominal res $0.164171/kBtu,,
Electric,,Natural Gas,,Propane,
Commercial,Residential,Commercial,Residential,Commercial,Residential
kBtu/kWh,kBtu/kWh,kBtu/therm,kBtu/therm,kBtu/therm,kBtu/therm
11.14791337,8.416924679,181.08 ,165.73 ,237.72 ,222.69 
10.76011945,8.072117862,181.08 ,165.73 ,237.72 ,222.69 
9.872180126,7.282606927,181.08 ,165.73 ,237.72 ,222.69 
9.567743785,7.011917464,181.08 ,165.73 ,237.72 ,222.69 
9.651101355,7.086034817,181.08 ,165.73 ,237.72 ,222.69 
8.581949918,6.135399201,181.08 ,165.73 ,237.72 ,222.69 
10.76736794,8.07856285,181.08 ,165.73 ,237.72 ,222.69 
10.85434975,8.155902696,181.08 ,165.73 ,237.72 ,222.69 
12.27142843,9.415897699,181.08 ,165.73 ,237.72 ,222.69 
12.81506476,9.899271741,181.08 ,165.73 ,237.72 ,222.69 
12.27142843,9.415897699,181.08 ,165.73 ,237.72 ,222.69 
12.9564102,10.02494899,181.08 ,165.73 ,237.72 ,222.69 
12.38740418,9.519017495,181.08 ,165.73 ,237.72 ,222.69 
12.27142843,9.415897699,181.08 ,165.73 ,237.72 ,222.69 
10.97394974,8.262244986,181.08 ,165.73 ,237.72 ,222.69 
10.32883464,7.688641122,181.08 ,165.73 ,237.72 ,222.69 
10.43393766,7.782093437,181.08 ,165.73 ,237.72 ,222.69 
12.9564102,10.02494899,181.08 ,165.73 ,237.72 ,222.69 
12.9564102,10.02494899,181.08 ,165.73 ,237.72 ,222.69 
12.36928297,9.502905027,181.08 ,165.73 ,237.72 ,222.69 
12.19531935,9.348225333,181.08 ,165.73 ,237.72 ,222.69 
11.45597395,8.690836636,181.08 ,165.73 ,237.72 ,222.69 
11.54295576,8.768176483,181.08 ,165.73 ,237.72 ,222.69 
10.10050738,7.485624025,181.08 ,165.73 ,237.72 ,222.69 
12.69184052,9.789706958,181.08 ,165.73 ,237.72 ,222.69 
12.7244587,9.818709401,181.08 ,165.73 ,237.72 ,222.69 
12.31854358,9.457790116,181.08 ,165.73 ,237.72 ,222.69 
12.5178769,9.635027265,181.08 ,165.73 ,237.72 ,222.69 
12.86942839,9.947609145,181.08 ,165.73 ,237.72 ,222.69 
15.82849629,12.5786633,181.08 ,165.73 ,237.72 ,222.69 
16.49585439,13.17204452,181.08 ,165.73 ,237.72 ,222.69 
17.23281426,13.82731212,181.08 ,165.73 ,237.72 ,222.69 
17.61645161,14.16842313,181.08 ,165.73 ,237.72 ,222.69 
17.44032708,14.01182208,181.08 ,165.73 ,237.72 ,222.69 
16.98324201,13.60540505,181.08 ,165.73 ,237.72 ,222.69 
16.98324201,13.60540505,181.08 ,165.73 ,237.72 ,222.69 
16.77356995,13.41897521,181.08 ,165.73 ,237.72 ,222.69 
16.77356995,13.41897521,181.08 ,165.73 ,237.72 ,222.69 
16.51777005,13.19153082,181.08 ,165.73 ,237.72 ,222.69 
16.28713079,12.98645801,181.08 ,165.73 ,237.72 ,222.69 
16.77356995,13.41897521,181.08 ,165.73 ,237.72 ,222.69 
21.7008632,17.80007623,181.08 ,165.73 ,237.72 ,222.69 
20.44283088,16.68149725,181.08 ,165.73 ,237.72 ,222.69 
18.24127432,14.72398403,181.08 ,165.73 ,237.72 ,222.69 
16.87840598,13.51219013,181.08 ,165.73 ,237.72 ,222.69 
16.10690335,12.82620884,181.08 ,165.73 ,237.72 ,222.69 
16.20516466,12.91357785,181.08 ,165.73 ,237.72 ,222.69 
14.92367334,11.7741403,181.08 ,165.73 ,237.72 ,222.69 
13.64139197,10.63400028,181.08 ,165.73 ,237.72 ,222.69 
12.5178769,9.635027265,181.08 ,165.73 ,237.72 ,222.69 
12.30767086,9.448122635,181.08 ,165.73 ,237.72 ,222.69 
12.30767086,9.448122635,181.08 ,165.73 ,237.72 ,222.69 
13.39131926,10.41164823,181.08 ,165.73 ,237.72 ,222.69 
16.27067221,12.97182386,181.08 ,165.73 ,237.72 ,222.69 
17.16321249,13.76542574,181.08 ,165.73 ,237.72 ,222.69 
17.27785069,13.86735625,181.08 ,165.73 ,237.72 ,222.69 
17.58709752,14.14232296,181.08 ,165.73 ,237.72 ,222.69 
17.48645493,14.05283664,181.08 ,165.73 ,237.72 ,222.69 
17.47387461,14.04165085,181.08 ,165.73 ,237.72 ,222.69 
17.45710085,14.02673646,181.08 ,165.73 ,237.72 ,222.69 
17.23904191,13.83284944,181.08 ,165.73 ,237.72 ,222.69 
17.23904191,13.83284944,181.08 ,165.73 ,237.72 ,222.69 
16.58905855,13.25491696,181.08 ,165.73 ,237.72 ,222.69 
16.60163887,13.26610275,181.08 ,165.73 ,237.72 ,222.69 
17.17194685,13.77319189,181.08 ,165.73 ,237.72 ,222.69 
20.96701101,17.14757183,181.08 ,165.73 ,237.72 ,222.69 
19.70897869,16.02899284,181.08 ,165.73 ,237.72 ,222.69 
17.19291406,13.79183488,181.08 ,165.73 ,237.72 ,222.69 
17.17194685,13.77319189,181.08 ,165.73 ,237.72 ,222.69 
16.29114331,12.99002574,181.08 ,165.73 ,237.72 ,222.69 
15.67701009,12.44396941,181.08 ,165.73 ,237.72 ,222.69 
14.04368285,10.99169708,181.08 ,165.73 ,237.72 ,222.69 
13.68488288,10.67267021,181.08 ,165.73 ,237.72 ,222.69 
13.30796169,10.33753087,181.08 ,165.73 ,237.72 ,222.69 
12.5178769,9.635027265,181.08 ,165.73 ,237.72 ,222.69 
12.818689,9.902494235,181.08 ,165.73 ,237.72 ,222.69 
14.19490191,11.12615345,181.08 ,165.73 ,237.72 ,222.69 
16.51223127,13.18660602,181.08 ,165.73 ,237.72 ,222.69 
17.8878897,14.40977221,181.08 ,165.73 ,237.72 ,222.69 
16.70056546,13.3540633,181.08 ,165.73 ,237.72 ,222.69 
17.37742547,13.95589313,181.08 ,165.73 ,237.72 ,222.69 
17.5241959,14.08639401,181.08 ,165.73 ,237.72 ,222.69 
17.47387461,14.04165085,181.08 ,165.73 ,237.72 ,222.69 
17.4529074,14.02300787,181.08 ,165.73 ,237.72 ,222.69 
16.45906187,13.13933047,181.08 ,165.73 ,237.72 ,222.69 
16.45906187,13.13933047,181.08 ,165.73 ,237.72 ,222.69 
16.24938982,12.95290064,181.08 ,165.73 ,237.72 ,222.69 
15.83004572,12.58004098,181.08 ,165.73 ,237.72 ,222.69 
16.14455379,12.85968572,181.08 ,165.73 ,237.72 ,222.69 
18.24127432,14.72398403,181.08 ,165.73 ,237.72 ,222.69 
17.7590286,14.29519542,181.08 ,165.73 ,237.72 ,222.69 
16.98324201,13.60540505,181.08 ,165.73 ,237.72 ,222.69 
16.98324201,13.60540505,181.08 ,165.73 ,237.72 ,222.69 
16.08643224,12.80800696,181.08 ,165.73 ,237.72 ,222.69 
16.29114331,12.99002574,181.08 ,165.73 ,237.72 ,222.69 
14.95233289,11.79962293,181.08 ,165.73 ,237.72 ,222.69 
11.57919818,8.800401419,181.08 ,165.73 ,237.72 ,222.69 
12.0539739,9.222548082,181.08 ,165.73 ,237.72 ,222.69 
11.57919818,8.800401419,181.08 ,165.73 ,237.72 ,222.69 
11.54295576,8.768176483,181.08 ,165.73 ,237.72 ,222.69 
10.68038613,8.001223003,181.08 ,165.73 ,237.72 ,222.69 
9.694592261,7.12470474,181.08 ,165.73 ,237.72 ,222.69 
8.538459012,6.096729277,181.08 ,165.73 ,237.72 ,222.69 
10.33245888,7.691863616,181.08 ,165.73 ,237.72 ,222.69 
12.59398599,9.702699631,181.08 ,165.73 ,237.72 ,222.69 
12.59761023,9.705922124,181.08 ,165.73 ,237.72 ,222.69 
12.96003444,10.02817149,181.08 ,165.73 ,237.72 ,222.69 
12.96365869,10.03139398,181.08 ,165.73 ,237.72 ,222.69 
13.32245866,10.35042085,181.08 ,165.73 ,237.72 ,222.69 
12.59761023,9.705922124,181.08 ,165.73 ,237.72 ,222.69 
12.59398599,9.702699631,181.08 ,165.73 ,237.72 ,222.69 
12.23156177,9.380450269,181.08 ,165.73 ,237.72 ,222.69 
12.59398599,9.702699631,181.08 ,165.73 ,237.72 ,222.69 
