Date/Time,GndSurfs:GrassTemp [C],GndSurfs:ParkingTemp [C],GndSurfs:PondTemp [C]
 04/19  04:00:00,9.661587235,20.39105002,9.661587235
 04/19  05:00:00,8.7906398,18.60355002,8.7906398
 04/19  06:00:00,8.377359221,17.40355002,8.377359221
 04/19  07:00:00,8.597400601,17.17855002,8.597400601
 04/19  08:00:00,9.399932177,19.30355002,9.399932177
 04/19  09:00:00,10.73261227,22.26605002,10.73261227
 04/19  10:00:00,11.39021061,24.34105002,11.39021061
 04/19  11:00:00,12.05179226,26.04105002,12.05179226
 04/19  12:00:00,12.85067681,27.36605002,12.85067681
 04/19  13:00:00,13.13809596,28.09105002,13.13809596
 04/19  14:00:00,13.68164242,28.65355002,13.68164242
 04/19  15:00:00,13.84490464,28.87855002,13.84490464
 04/19  16:00:00,13.75047519,28.87855002,13.75047519
 04/19  17:00:00,13.78183491,29.19105002,13.78183491
 04/19  18:00:00,12.78086555,28.69105002,12.78086555
 04/19  19:00:00,11.01721148,27.27855002,11.01721148
 04/19  20:00:00,9.412889826,24.92855002,9.412889826
 04/19  21:00:00,8.743027073,23.19105002,8.743027073
 04/19  22:00:00,8.529164627,22.09105002,8.529164627
 04/19  23:00:00,7.931809928,20.61605002,7.931809928
 04/19  24:00:00,7.530834707,19.29105002,7.530834707
 04/20  01:00:00,7.23740709,18.19105002,7.23740709
 04/20  02:00:00,6.746771334,17.09105002,6.746771334
 04/20  03:00:00,6.294664628,16.30355002,6.294664628
 04/20  04:00:00,6.14974915,16.07855002,6.14974915
 04/20  05:00:00,6.21235916,15.76605002,6.21235916
 04/20  06:00:00,5.656749412,14.82855002,5.656749412
 04/20  07:00:00,5.666531776,15.44105002,5.666531776
 04/20  08:00:00,6.688871196,17.82855002,6.688871196
 04/20  09:00:00,8.432828043,20.25355002,8.432828043
 04/20  10:00:00,10.06860741,22.45355002,10.06860741
 04/20  11:00:00,10.85688447,24.34105002,10.85688447
 04/20  12:00:00,10.86215094,25.66605002,10.86215094
 04/20  13:00:00,11.49374414,27.14105002,11.49374414
 04/20  14:00:00,11.68567037,28.46605002,11.68567037
 04/20  15:00:00,11.34089504,29.19105002,11.34089504
 04/20  16:00:00,10.73779012,29.06605002,10.73779012
 04/20  17:00:00,10.7632615,29.19105002,10.7632615
 04/20  18:00:00,10.95566158,29.37855002,10.95566158
 04/20  19:00:00,10.79756606,28.37855002,10.79756606
 04/20  20:00:00,10.08464708,26.02855002,10.08464708
 04/20  21:00:00,8.991976237,23.91605002,8.991976237
 04/20  22:00:00,8.324869492,22.59105002,8.324869492
 04/20  23:00:00,7.970660684,21.17855002,7.970660684
 04/20  24:00:00,8.005988304,21.26605002,8.005988304
 04/21  01:00:00,7.499323561,20.61605002,7.499323561
 04/21  02:00:00,6.724630182,17.91605002,6.724630182
 04/21  03:00:00,5.908129026,15.61605002,5.908129026
 04/21  04:00:00,5.345045011,14.60355002,5.345045011
 04/21  05:00:00,4.989457118,14.06605002,4.989457118
 04/21  06:00:00,4.535154705,13.50355002,4.535154705
 04/21  07:00:00,4.797042744,13.96605002,4.797042744
 04/21  08:00:00,6.282574917,16.50355002,6.282574917
 04/21  09:00:00,7.33307498,19.15355002,7.33307498
 04/21  10:00:00,8.100554505,22.04105002,8.100554505
 04/21  11:00:00,9.171252139,24.71605002,9.171252139
 04/21  12:00:00,10.33078071,26.95355002,10.33078071
 04/21  13:00:00,11.09275805,28.77855002,11.09275805
 04/21  14:00:00,11.29788394,29.75355002,11.29788394
 04/21  15:00:00,11.44459966,30.66605002,11.44459966
 04/21  16:00:00,11.88280126,31.45355002,11.88280126
 04/21  17:00:00,11.92051951,31.30355002,11.92051951
 04/21  18:00:00,11.6611542,30.76605002,11.6611542
 04/21  19:00:00,11.56661868,30.20355002,11.56661868
 04/21  20:00:00,11.04478477,28.91605002,11.04478477
 04/21  21:00:00,10.47483708,26.59105002,10.47483708
 04/21  22:00:00,9.833639303,24.51605002,9.833639303
 04/21  23:00:00,9.151504725,22.12855002,9.151504725
 04/21  24:00:00,8.684184834,20.76605002,8.684184834
 04/22  01:00:00,7.884153851,19.14105002,7.884153851
 04/22  02:00:00,7.358944681,18.27855002,7.358944681
 04/22  03:00:00,6.957592007,17.59105002,6.957592007
 04/22  04:00:00,6.754369278,17.17855002,6.754369278
 04/22  05:00:00,6.923267378,16.86605002,6.923267378
 04/22  06:00:00,6.928149823,16.67855002,6.928149823
 04/22  07:00:00,6.991500779,16.99105002,6.991500779
 04/22  08:00:00,7.858815245,18.55355002,7.858815245
 04/22  09:00:00,8.24141187,20.44105002,8.24141187
 04/22  10:00:00,10.03931183,24.57855002,10.03931183
 04/22  11:00:00,11.26391604,28.05355002,11.26391604
 04/22  12:00:00,11.64530119,30.25355002,11.64530119
 04/22  13:00:00,12.51729995,32.14105002,12.51729995
 04/22  14:00:00,13.25506047,33.46605002,13.25506047
 04/22  15:00:00,13.38387228,34.19105002,13.38387228
 04/22  16:00:00,13.19949188,34.06605002,13.19949188
 04/22  17:00:00,13.13574199,33.50355002,13.13574199
 04/22  18:00:00,13.14680856,33.27855002,13.14680856
 04/22  19:00:00,13.00988934,32.59105002,13.00988934
 04/22  20:00:00,12.60792729,31.17855002,12.60792729
 04/22  21:00:00,12.04904255,30.20355002,12.04904255
 04/22  22:00:00,11.48693953,29.29105002,11.48693953
 04/22  23:00:00,11.42527754,27.12855002,11.42527754
 04/22  24:00:00,11.44975647,25.39105002,11.44975647
 04/23  01:00:00,11.21161546,24.60355002,11.21161546
 04/23  02:00:00,10.77600649,23.69105002,10.77600649
 04/23  03:00:00,10.59441623,23.27855002,10.59441623
 04/23  04:00:00,10.3998426,22.96605002,10.3998426
 04/23  05:00:00,9.814428437,22.40355002,9.814428437
 04/23  06:00:00,9.238799858,21.86605002,9.238799858
 04/23  07:00:00,9.58866025,22.36605002,9.58866025
 04/23  08:00:00,10.13109419,23.77855002,10.13109419
 04/23  09:00:00,11.25998169,27.19105002,11.25998169
 04/23  10:00:00,12.189958,30.62855002,12.189958
 04/23  11:00:00,13.25542753,32.67855002,13.25542753
 04/23  12:00:00,14.52181272,33.96605002,14.52181272
 04/23  13:00:00,14.55452018,34.75355002,14.55452018
 04/23  14:00:00,14.31896288,34.60355002,14.31896288
 04/23  15:00:00,14.48727894,35.12855002,14.48727894
 04/23  16:00:00,14.81317935,35.20355002,14.81317935
 04/23  17:00:00,14.73920819,34.97855002,14.73920819
 04/23  18:00:00,14.6739821,34.29105002,14.6739821
 04/23  19:00:00,14.70465991,32.50355002,14.70465991
 04/23  20:00:00,14.32971143,31.67855002,14.32971143
 04/23  21:00:00,14.26080674,31.30355002,14.26080674
 04/23  22:00:00,14.32677195,30.76605002,14.32677195
 04/23  23:00:00,14.35372975,29.82855002,14.35372975
 04/23  24:00:00,14.38333627,28.69105002,14.38333627
 04/24  01:00:00,14.38529205,28.27855002,14.38529205
 04/24  02:00:00,14.16830851,26.90355002,14.16830851
 04/24  03:00:00,13.53699057,25.01605002,13.53699057
 04/24  04:00:00,12.99728257,23.69105002,12.99728257
 04/24  05:00:00,12.84418729,23.27855002,12.84418729
 04/24  06:00:00,12.95248514,22.96605002,12.95248514
 04/24  07:00:00,13.40312079,23.46605002,13.40312079
 04/24  08:00:00,14.62097255,25.25355002,14.62097255
 04/24  09:00:00,15.8096934,27.45355002,15.8096934
 04/24  10:00:00,16.49606159,28.96605002,16.49606159
 04/24  11:00:00,16.78007451,30.12855002,16.78007451
 04/24  12:00:00,16.87718827,30.89105002,16.87718827
 04/24  13:00:00,16.85161416,30.76605002,16.85161416
 04/24  14:00:00,17.11977942,31.26605002,17.11977942
 04/24  15:00:00,17.29689822,31.67855002,17.29689822
 04/24  16:00:00,17.0194762,31.99105002,17.0194762
 04/24  17:00:00,16.68470896,32.17855002,16.68470896
 04/24  18:00:00,16.38771884,31.86605002,16.38771884
 04/24  19:00:00,16.15159495,30.99105002,16.15159495
 04/24  20:00:00,15.89195821,29.82855002,15.89195821
 04/24  21:00:00,15.66482542,28.37855002,15.66482542
 04/24  22:00:00,15.23076446,26.71605002,15.23076446
 04/24  23:00:00,14.48760166,25.01605002,14.48760166
 04/24  24:00:00,14.16851741,24.37855002,14.16851741
 04/25  01:00:00,14.1665062,24.06605002,14.1665062
 04/25  02:00:00,14.16538873,24.19105002,14.16538873
 04/25  03:00:00,14.31969935,24.75355002,14.31969935
 04/25  04:00:00,14.25791694,24.60355002,14.25791694
 04/25  05:00:00,14.0507897,24.06605002,14.0507897
 04/25  06:00:00,13.27902183,21.81605002,13.27902183
 04/25  07:00:00,13.47600903,21.95355002,13.47600903
 04/25  08:00:00,14.4499533,24.15355002,14.4499533
 04/25  09:00:00,15.65787606,27.41605002,15.65787606
 04/25  10:00:00,16.05214053,29.19105002,16.05214053
 04/25  11:00:00,16.20867942,30.12855002,16.20867942
 04/25  12:00:00,16.45427172,31.26605002,16.45427172
 04/25  13:00:00,16.55773392,31.99105002,16.55773392
 04/25  14:00:00,16.88816392,33.24105002,16.88816392
 04/25  15:00:00,16.88409917,33.87855002,16.88409917
 04/25  16:00:00,16.77336125,34.19105002,16.77336125
 04/25  17:00:00,16.77114561,34.37855002,16.77114561
 04/25  18:00:00,16.54412908,33.69105002,16.54412908
 04/25  19:00:00,16.04353834,32.96605002,16.04353834
 04/25  20:00:00,16.09913858,32.09105002,16.09913858
 04/25  21:00:00,15.80193904,30.24105002,15.80193904
 04/25  22:00:00,15.35264858,28.69105002,15.35264858
 04/25  23:00:00,15.04267962,27.96605002,15.04267962
 04/25  24:00:00,14.37385626,26.02855002,14.37385626
 04/26  01:00:00,14.13559828,24.97855002,14.13559828
 04/26  02:00:00,14.17200264,24.60355002,14.17200264
 04/26  03:00:00,13.9672021,23.37855002,13.9672021
 04/26  04:00:00,13.42637488,22.09105002,13.42637488
 04/26  05:00:00,12.76903226,21.67855002,12.76903226
 04/26  06:00:00,12.3482239,21.30355002,12.3482239
 04/26  07:00:00,12.50428416,22.14105002,12.50428416
 04/26  08:00:00,13.39102153,24.15355002,13.39102153
 04/26  09:00:00,14.39636815,26.72855002,14.39636815
 04/26  10:00:00,14.93300889,28.77855002,14.93300889
 04/26  11:00:00,15.81096564,30.81605002,15.81096564
 04/26  12:00:00,16.3473245,32.36605002,16.3473245
 04/26  13:00:00,16.45360694,33.77855002,16.45360694
 04/26  14:00:00,16.7061935,35.12855002,16.7061935
 04/26  15:00:00,16.8129322,35.89105002,16.8129322
 04/26  16:00:00,17.000238,36.45355002,17.000238
 04/26  17:00:00,17.12098845,36.30355002,17.12098845
 04/26  18:00:00,16.52940845,35.39105002,16.52940845
 04/26  19:00:00,15.79871442,34.29105002,15.79871442
 04/26  20:00:00,15.72993103,33.50355002,15.72993103
 04/26  21:00:00,15.12392749,31.21605002,15.12392749
 04/26  22:00:00,14.90790707,28.91605002,14.90790707
 04/26  23:00:00,14.6712728,27.96605002,14.6712728
 04/26  24:00:00,14.3297336,27.77855002,14.3297336
 04/27  01:00:00,14.24819703,27.77855002,14.24819703
 04/27  02:00:00,13.88099489,26.40355002,13.88099489
 04/27  03:00:00,13.38673396,25.20355002,13.38673396
 04/27  04:00:00,13.12302174,24.29105002,13.12302174
 04/27  05:00:00,12.8518148,22.81605002,12.8518148
 04/27  06:00:00,12.48801506,21.86605002,12.48801506
 04/27  07:00:00,12.37099935,21.99105002,12.37099935
 04/27  08:00:00,12.91487457,23.55355002,12.91487457
 04/27  09:00:00,14.03015477,26.50355002,14.03015477
 04/27  10:00:00,15.2298641,29.15355002,15.2298641
 04/27  11:00:00,15.96076639,30.66605002,15.96076639
 04/27  12:00:00,16.30091978,32.14105002,16.30091978
 04/27  13:00:00,16.44537561,33.46605002,16.44537561
 04/27  14:00:00,16.46997198,34.19105002,16.46997198
 04/27  15:00:00,16.30638942,35.12855002,16.30638942
 04/27  16:00:00,16.56888102,35.89105002,16.56888102
 04/27  17:00:00,16.21552606,35.39105002,16.21552606
 04/27  18:00:00,15.67742938,33.60355002,15.67742938
 04/27  19:00:00,15.09425336,31.71605002,15.09425336
 04/27  20:00:00,14.19945979,30.01605002,14.19945979
 04/27  21:00:00,13.17973998,29.06605002,13.17973998
 04/27  22:00:00,12.63862494,27.81605002,12.63862494
 04/27  23:00:00,12.39610299,26.49105002,12.39610299
 04/27  24:00:00,11.85273759,25.76605002,11.85273759
 04/28  01:00:00,11.82069394,24.51605002,11.82069394
 04/28  02:00:00,11.5676155,23.50355002,11.5676155
 04/28  03:00:00,10.78615861,22.59105002,10.78615861
 04/28  04:00:00,10.50086713,20.80355002,10.50086713
 04/28  05:00:00,10.29112471,19.97855002,10.29112471
 04/28  06:00:00,9.886154846,19.29105002,9.886154846
 04/28  07:00:00,10.0647769,19.94105002,10.0647769
 04/28  08:00:00,10.69709344,22.95355002,10.69709344
 04/28  09:00:00,11.32504441,25.12855002,11.32504441
 04/28  10:00:00,12.56287227,26.95355002,12.56287227
 04/28  11:00:00,13.70453714,28.46605002,13.70453714
 04/28  12:00:00,13.92772102,29.19105002,13.92772102
 04/28  13:00:00,14.03092203,30.81605002,14.03092203
 04/28  14:00:00,14.10022368,31.99105002,14.10022368
 04/28  15:00:00,14.47359971,32.55355002,14.47359971
 04/28  16:00:00,15.0728963,33.46605002,15.0728963
 04/28  17:00:00,14.92043909,33.19105002,14.92043909
 04/28  18:00:00,14.14159529,32.09105002,14.14159529
 04/28  19:00:00,13.61211822,30.99105002,13.61211822
 04/28  20:00:00,13.53911488,29.51605002,13.53911488
 04/28  21:00:00,13.29037489,28.19105002,13.29037489
 04/28  22:00:00,12.90154193,26.71605002,12.90154193
 04/28  23:00:00,12.45487037,25.01605002,12.45487037
 04/28  24:00:00,12.39122532,24.37855002,12.39122532
 04/29  01:00:00,12.6146704,24.06605002,12.6146704
 04/29  02:00:00,12.19264386,22.81605002,12.19264386
 04/29  03:00:00,11.59167582,21.17855002,11.59167582
 04/29  04:00:00,10.85998382,19.82855002,10.85998382
 04/29  05:00:00,10.49237375,19.06605002,10.49237375
 04/29  06:00:00,10.09966905,18.50355002,10.09966905
 04/29  07:00:00,10.06555148,18.65355002,10.06555148
 04/29  08:00:00,11.09859665,21.31605002,11.09859665
 04/29  09:00:00,11.90749787,23.77855002,11.90749787
 04/29  10:00:00,13.05332762,26.50355002,13.05332762
 04/29  11:00:00,13.8038198,28.09105002,13.8038198
 04/29  12:00:00,13.80255843,29.34105002,13.80255843
 04/29  13:00:00,13.7555001,30.35355002,13.7555001
 04/29  14:00:00,13.81884617,31.26605002,13.81884617
 04/29  15:00:00,14.35228715,31.99105002,14.35228715
 04/29  16:00:00,14.67695463,32.86605002,14.67695463
 04/29  17:00:00,14.68933065,32.96605002,14.68933065
 04/29  18:00:00,14.84708027,32.40355002,14.84708027
 04/29  19:00:00,14.0270865,31.49105002,14.0270865
 04/29  20:00:00,13.48975269,30.76605002,13.48975269
 04/29  21:00:00,13.3204698,29.14105002,13.3204698
 04/29  22:00:00,12.87951615,27.27855002,12.87951615
 04/29  23:00:00,12.65960187,25.99105002,12.65960187
 04/29  24:00:00,12.204474,24.51605002,12.204474
 04/30  01:00:00,11.80861164,23.50355002,11.80861164
 04/30  02:00:00,11.63639428,22.96605002,11.63639428
 04/30  03:00:00,11.07203785,21.40355002,11.07203785
 04/30  04:00:00,10.71456707,19.82855002,10.71456707
 04/30  05:00:00,10.45157612,19.06605002,10.45157612
 04/30  06:00:00,9.763786373,18.50355002,9.763786373
 04/30  07:00:00,9.7372648,18.96605002,9.7372648
 04/30  08:00:00,10.71862152,21.12855002,10.71862152
 04/30  09:00:00,11.87165898,23.92855002,11.87165898
 04/30  10:00:00,13.10619348,26.72855002,13.10619348
 04/30  11:00:00,13.58027147,28.46605002,13.58027147
 04/30  12:00:00,13.53755866,29.94105002,13.53755866
 04/30  13:00:00,13.67036034,30.89105002,13.67036034
 04/30  14:00:00,14.34928805,32.14105002,14.34928805
 04/30  15:00:00,14.67567036,33.09105002,14.67567036
 04/30  16:00:00,15.04809909,33.65355002,15.04809909
 04/30  17:00:00,14.70187547,32.81605002,14.70187547
 04/30  18:00:00,14.35369022,32.17855002,14.35369022
 04/30  19:00:00,14.31304821,31.17855002,14.31304821
 04/30  20:00:00,14.21974722,30.20355002,14.21974722
 04/30  21:00:00,14.08914759,29.29105002,14.08914759
 04/30  22:00:00,13.42443038,28.37855002,13.42443038
 04/30  23:00:00,12.91337287,27.57855002,12.91337287
 04/30  24:00:00,12.5204343,26.77855002,12.5204343
 05/01  01:00:00,11.07696272,25.97855002,11.07696272
 05/01  02:00:00,10.04584324,25.17855002,10.04584324
 05/01  03:00:00,9.874434711,24.37855002,9.874434711
 05/01  04:00:00,9.452058651,23.57855002,9.452058651
 05/01  05:00:00,9.058834946,22.59105002,9.058834946
 05/01  06:00:00,9.023002178,21.49105002,9.023002178
 05/01  07:00:00,9.586498309,22.14105002,9.586498309
 05/01  08:00:00,10.48443768,24.84105002,10.48443768
 05/01  09:00:00,11.22531918,27.14105002,11.22531918
 05/01  10:00:00,11.80600112,28.09105002,11.80600112
 05/01  11:00:00,12.85249771,28.96605002,12.85249771
 05/01  12:00:00,13.63014267,30.12855002,13.63014267
 05/01  13:00:00,13.44847477,30.57855002,13.44847477
 05/01  14:00:00,13.58210616,30.89105002,13.58210616
 05/01  15:00:00,13.81148735,31.45355002,13.81148735
 05/01  16:00:00,13.80885037,31.99105002,13.80885037
 05/01  17:00:00,13.99396262,32.55355002,13.99396262
 05/01  18:00:00,13.91519882,32.40355002,13.91519882
 05/01  19:00:00,13.25725817,31.49105002,13.25725817
 05/01  20:00:00,12.94697721,30.76605002,12.94697721
 05/01  21:00:00,12.87145285,29.51605002,12.87145285
 05/01  22:00:00,11.97213673,26.44105002,11.97213673
 05/01  23:00:00,11.78980888,25.35355002,11.78980888
 05/01  24:00:00,11.36516373,24.14105002,11.36516373
 05/02  01:00:00,10.72826494,23.27855002,10.72826494
 05/02  02:00:00,10.30097686,22.27855002,10.30097686
 05/02  03:00:00,9.890159219,20.99105002,9.890159219
 05/02  04:00:00,9.393544793,20.20355002,9.393544793
 05/02  05:00:00,9.18215421,19.97855002,9.18215421
 05/02  06:00:00,9.036581799,19.60355002,9.036581799
 05/02  07:00:00,9.552165594,20.44105002,9.552165594
 05/02  08:00:00,10.77638256,23.14105002,10.77638256
 05/02  09:00:00,12.15338381,26.50355002,12.15338381
 05/02  10:00:00,13.08932648,28.77855002,13.08932648
 05/02  11:00:00,13.78009488,30.44105002,13.78009488
 05/02  12:00:00,14.24583138,31.76605002,14.24583138
 05/02  13:00:00,14.5538388,32.86605002,14.5538388
 05/02  14:00:00,14.63271727,33.96605002,14.63271727
 05/02  15:00:00,14.58748407,34.75355002,14.58748407
 05/02  16:00:00,14.59099731,34.60355002,14.59099731
 05/02  17:00:00,14.57973633,34.75355002,14.57973633
 05/02  18:00:00,14.42533158,34.29105002,14.42533158
 05/02  19:00:00,14.1408438,33.50355002,14.1408438
 05/02  20:00:00,14.22492509,32.59105002,14.22492509
 05/02  21:00:00,13.92128729,30.80355002,13.92128729
 05/02  22:00:00,12.96323111,29.60355002,12.96323111
 05/02  23:00:00,12.25275982,28.00355002,12.25275982
 05/02  24:00:00,12.27340132,27.55355002,12.27340132
 05/03  01:00:00,11.83583203,25.65355002,11.83583203
 05/03  02:00:00,11.3829362,23.69105002,11.3829362
 05/03  03:00:00,11.22728398,22.59105002,11.22728398
 05/03  04:00:00,10.79951675,21.49105002,10.79951675
 05/03  05:00:00,10.52159156,20.39105002,10.52159156
 05/03  06:00:00,10.17486634,19.97855002,10.17486634
 05/03  07:00:00,10.36644403,20.66605002,10.36644403
 05/03  08:00:00,11.16266929,23.14105002,11.16266929
 05/03  09:00:00,12.54981349,26.12855002,12.54981349
 05/03  10:00:00,13.83144607,28.92855002,13.83144607
 05/03  11:00:00,14.65704649,31.35355002,14.65704649
 05/03  12:00:00,15.31287676,32.55355002,15.31287676
 05/03  13:00:00,15.90458738,33.09105002,15.90458738
 05/03  14:00:00,16.15459939,33.65355002,16.15459939
 05/03  15:00:00,15.79727212,33.87855002,15.79727212
 05/03  16:00:00,15.75183037,34.56605002,15.75183037
 05/03  17:00:00,15.46891364,33.91605002,15.46891364
 05/03  18:00:00,15.13219865,31.59105002,15.13219865
 05/03  19:00:00,14.73210141,29.82855002,14.73210141
 05/03  20:00:00,14.51257563,29.06605002,14.51257563
 05/03  21:00:00,15.60018572,23.31605002,15.60018572
 05/03  22:00:00,15.68122743,19.60355002,15.68122743
 05/03  23:00:00,15.58755972,19.75355002,15.58755972
 05/03  24:00:00,15.44223396,19.97855002,15.44223396
 05/04  01:00:00,15.45347847,18.91605002,15.45347847
 05/04  02:00:00,15.43002637,18.27855002,15.43002637
 05/04  03:00:00,15.39188365,18.65355002,15.39188365
 05/04  04:00:00,14.76138013,19.19105002,14.76138013
 05/04  05:00:00,14.67131123,18.69105002,14.67131123
 05/04  06:00:00,14.76645131,17.96605002,14.76645131
 05/04  07:00:00,14.88033968,17.77855002,14.88033968
 05/04  08:00:00,14.20276999,16.71605002,14.20276999
 05/04  09:00:00,14.07717487,17.82855002,14.07717487
 05/04  10:00:00,14.48024363,19.56605002,14.48024363
 05/04  11:00:00,14.71782598,21.04105002,14.71782598
 05/04  12:00:00,14.82229081,23.74105002,14.82229081
 05/04  13:00:00,14.78766211,25.66605002,14.78766211
 05/04  14:00:00,14.92451409,26.45355002,14.92451409
 05/04  15:00:00,15.35083031,27.36605002,15.35083031
 05/04  16:00:00,14.14583007,23.96605002,14.14583007
 05/04  17:00:00,13.25100817,17.86605002,13.25100817
 05/04  18:00:00,13.14810223,15.57855002,13.14810223
 05/04  19:00:00,13.26218874,16.57855002,13.26218874
 05/04  20:00:00,13.56118784,16.49105002,13.56118784
 05/04  21:00:00,13.31841719,16.07855002,13.31841719
 05/04  22:00:00,13.04265318,16.45355002,13.04265318
 05/04  23:00:00,13.05263526,16.30355002,13.05263526
 05/04  24:00:00,12.89674299,16.45355002,12.89674299
 05/05  01:00:00,12.82152783,16.30355002,12.82152783
 05/05  02:00:00,12.97869905,16.07855002,12.97869905
 05/05  03:00:00,12.98871297,15.76605002,12.98871297
 05/05  04:00:00,12.94189575,15.57855002,12.94189575
 05/05  05:00:00,12.80040052,15.20355002,12.80040052
 05/05  06:00:00,12.71345214,14.97855002,12.71345214
 05/05  07:00:00,12.91361519,14.97855002,12.91361519
 05/05  08:00:00,13.26437464,16.04105002,13.26437464
 05/05  09:00:00,13.43459608,17.67855002,13.43459608
 05/05  10:00:00,13.70028477,18.96605002,13.70028477
 05/05  11:00:00,13.95092683,20.12855002,13.95092683
 05/05  12:00:00,14.25553334,20.89105002,14.25553334
 05/05  13:00:00,14.42938208,21.45355002,14.42938208
 05/05  14:00:00,14.6094564,23.05355002,14.6094564
 05/05  15:00:00,14.67333194,23.87855002,14.67333194
 05/05  16:00:00,14.45980307,24.19105002,14.45980307
 05/05  17:00:00,14.32712708,24.37855002,14.32712708
 05/05  18:00:00,14.32469182,24.37855002,14.32469182
 05/05  19:00:00,14.2071978,24.06605002,14.2071978
 05/05  20:00:00,14.18665153,23.50355002,14.18665153
 05/05  21:00:00,14.29379558,22.96605002,14.29379558
 05/05  22:00:00,14.59897427,22.09105002,14.59897427
 05/05  23:00:00,14.3380675,21.30355002,14.3380675
 05/05  24:00:00,13.52996224,21.07855002,13.52996224
 05/06  01:00:00,12.94173791,20.76605002,12.94173791
 05/06  02:00:00,12.59854565,20.20355002,12.59854565
 05/06  03:00:00,12.73820099,19.29105002,12.73820099
 05/06  04:00:00,12.4804493,18.50355002,12.4804493
 05/06  05:00:00,12.15357196,17.96605002,12.15357196
 05/06  06:00:00,12.09752107,17.77855002,12.09752107
 05/06  07:00:00,12.65963418,17.40355002,12.65963418
 05/06  08:00:00,13.02753828,17.86605002,13.02753828
 05/06  09:00:00,13.51453147,19.34105002,13.51453147
 05/06  10:00:00,14.09654544,20.35355002,14.09654544
 05/06  11:00:00,14.05290794,21.57855002,14.05290794
 05/06  12:00:00,14.17754063,23.55355002,14.17754063
 05/06  13:00:00,14.25190396,24.75355002,14.25190396
 05/06  14:00:00,14.22461161,25.35355002,14.22461161
 05/06  15:00:00,14.28444221,26.57855002,14.28444221
 05/06  16:00:00,14.12578736,27.55355002,14.12578736
 05/06  17:00:00,13.44909934,27.77855002,13.44909934
 05/06  18:00:00,12.81097745,27.77855002,12.81097745
 05/06  19:00:00,12.51580705,27.09105002,12.51580705
 05/06  20:00:00,12.33698147,25.24105002,12.33698147
 05/06  21:00:00,12.51732257,24.06605002,12.51732257
 05/06  22:00:00,12.43445691,22.12855002,12.43445691
 05/06  23:00:00,12.10676051,20.76605002,12.10676051
 05/06  24:00:00,12.03303395,20.20355002,12.03303395
 05/07  01:00:00,12.02253089,19.60355002,12.02253089
 05/07  02:00:00,12.08594748,18.37855002,12.08594748
 05/07  03:00:00,11.93781026,17.77855002,11.93781026
 05/07  04:00:00,11.85421187,17.40355002,11.85421187
 05/07  05:00:00,11.90934013,16.86605002,11.90934013
 05/07  06:00:00,11.64401475,15.99105002,11.64401475
 05/07  07:00:00,11.58937883,15.89105002,11.58937883
 05/07  08:00:00,11.96898056,17.45355002,11.96898056
 05/07  09:00:00,12.32855432,18.96605002,12.32855432
 05/07  10:00:00,13.16142415,21.12855002,13.16142415
 05/07  11:00:00,13.71346232,23.24105002,13.71346232
 05/07  12:00:00,13.08345608,24.19105002,13.08345608
 05/07  13:00:00,12.4518573,25.44105002,12.4518573
 05/07  14:00:00,13.2285342,26.07855002,13.2285342
 05/07  15:00:00,13.77395441,26.07855002,13.77395441
 05/07  16:00:00,13.81396149,25.76605002,13.81396149
 05/07  17:00:00,13.8143448,24.51605002,13.8143448
 05/07  18:00:00,13.54171929,22.81605002,13.54171929
 05/07  19:00:00,12.96692288,21.49105002,12.96692288
 05/07  20:00:00,12.47996123,20.39105002,12.47996123
 05/07  21:00:00,12.13554297,19.60355002,12.13554297
 05/07  22:00:00,12.58908286,18.37855002,12.58908286
 05/07  23:00:00,12.95141306,17.40355002,12.95141306
 05/07  24:00:00,12.4853855,16.86605002,12.4853855
 05/08  01:00:00,12.95972425,16.30355002,12.95972425
 05/08  02:00:00,13.04902752,16.07855002,13.04902752
 05/08  03:00:00,12.33973508,15.76605002,12.33973508
 05/08  04:00:00,12.46927856,15.20355002,12.46927856
 05/08  05:00:00,12.16398247,14.60355002,12.16398247
 05/08  06:00:00,11.83595823,14.37855002,11.83595823
 05/08  07:00:00,11.97901834,14.75355002,11.97901834
 05/08  08:00:00,11.92616069,14.97855002,11.92616069
 05/08  09:00:00,12.0742428,16.04105002,12.0742428
 05/08  10:00:00,12.73662317,17.67855002,12.73662317
 05/08  11:00:00,13.2166393,18.96605002,13.2166393
 05/08  12:00:00,13.4715692,20.12855002,13.4715692
 05/08  13:00:00,13.82648514,21.26605002,13.82648514
 05/08  14:00:00,14.11339252,23.05355002,14.11339252
 05/08  15:00:00,14.09686375,23.50355002,14.09686375
 05/08  16:00:00,14.28489671,24.34105002,14.28489671
 05/08  17:00:00,14.28585136,24.97855002,14.28585136
 05/08  18:00:00,14.21247498,24.97855002,14.21247498
 05/08  19:00:00,14.0669221,24.29105002,14.0669221
 05/08  20:00:00,13.80969691,23.50355002,13.80969691
 05/08  21:00:00,13.83120827,22.59105002,13.83120827
 05/08  22:00:00,13.54907027,21.86605002,13.54907027
 05/08  23:00:00,13.35118592,21.30355002,13.35118592
 05/08  24:00:00,13.45986443,20.39105002,13.45986443
 05/09  01:00:00,13.63487264,19.29105002,13.63487264
 05/09  02:00:00,13.12813037,18.50355002,13.12813037
 05/09  03:00:00,12.68903259,17.59105002,12.68903259
 05/09  04:00:00,12.57690254,16.86605002,12.57690254
