Date/Time,GndSurfs:GrassTemp [C],GndSurfs:ParkingTemp [C],GndSurfs:PondTemp [C]
 01/17  13:00:00,6.855634954,13.96605002,6.855634954
 01/17  14:00:00,7.657575865,15.12855002,7.657575865
 01/17  15:00:00,7.976362632,16.26605002,7.976362632
 01/17  16:00:00,7.751599248,16.67855002,7.751599248
 01/17  17:00:00,7.41898836,16.30355002,7.41898836
 01/17  18:00:00,7.162055602,15.39105002,7.162055602
 01/17  19:00:00,6.897157525,13.91605002,6.897157525
 01/17  20:00:00,6.38826254,11.90355002,6.38826254
 01/17  21:00:00,5.484482085,10.76605002,5.484482085
 01/17  22:00:00,4.972260792,10.57855002,4.972260792
 01/17  23:00:00,4.240743881,9.141050021,4.240743881
 01/17  24:00:00,4.10938919,8.278550021,4.10938919
 01/18  01:00:00,4.07815546,7.591050021,4.07815546
 01/18  02:00:00,3.780194053,6.866050021,3.780194053
 01/18  03:00:00,3.49854124,6.303550021,3.49854124
 01/18  04:00:00,2.676527702,5.016050021,2.676527702
 01/18  05:00:00,2.242466401,4.378550021,2.242466401
 01/18  06:00:00,2.583945398,4.753550021,2.583945398
 01/18  07:00:00,2.434115107,4.291050021,2.434115107
 01/18  08:00:00,2.216117221,3.878550021,2.216117221
 01/18  09:00:00,3.155495461,5.628550021,3.155495461
 01/18  10:00:00,3.852317962,6.991050021,3.852317962
 01/18  11:00:00,4.478493296,8.928550021,4.478493296
 01/18  12:00:00,4.892227703,10.66605002,4.892227703
 01/18  13:00:00,5.293732008,12.14105002,5.293732008
 01/18  14:00:00,5.585175493,14.15355002,5.585175493
 01/18  15:00:00,5.67908517,16.04105002,5.67908517
 01/18  16:00:00,5.830834989,16.30355002,5.830834989
 01/18  17:00:00,5.963222972,16.45355002,5.963222972
 01/18  18:00:00,5.346972593,15.24105002,5.346972593
 01/18  19:00:00,4.602536419,13.37855002,4.602536419
 01/18  20:00:00,4.4620639,12.77855002,4.4620639
 01/18  21:00:00,3.766008206,11.40355002,3.766008206
 01/18  22:00:00,3.109447672,10.20355002,3.109447672
 01/18  23:00:00,2.650914321,8.916050021,2.650914321
 01/18  24:00:00,2.482722439,7.966050021,2.482722439
 01/19  01:00:00,1.727139507,6.716050021,1.727139507
 01/19  02:00:00,1.254367193,6.078550021,1.254367193
 01/19  03:00:00,1.254367193,6.078550021,1.254367193
 01/19  04:00:00,0.899149817,5.766050021,0.899149817
 01/19  05:00:00,0.546569555,5.203550021,0.546569555
 01/19  06:00:00,0.449314523,4.603550021,0.449314523
 01/19  07:00:00,0.13277748,4.066050021,0.13277748
 01/19  08:00:00,0.268924153,4.566050021,0.268924153
 01/19  09:00:00,1.037553853,6.041050021,1.037553853
 01/19  10:00:00,2.006764508,8.366050021,2.006764508
 01/19  11:00:00,2.868326653,11.12855002,2.868326653
 01/19  12:00:00,3.295613846,12.55355002,3.295613846
 01/19  13:00:00,3.743013595,13.46605002,3.743013595
 01/19  14:00:00,4.465134979,14.56605002,4.465134979
 01/19  15:00:00,4.826607825,15.35355002,4.826607825
 01/19  16:00:00,4.855862506,15.57855002,4.855862506
 01/19  17:00:00,4.852331997,15.57855002,4.852331997
 01/19  18:00:00,4.793733466,15.20355002,4.793733466
 01/19  19:00:00,4.607106926,14.60355002,4.607106926
 01/19  20:00:00,4.319768407,13.69105002,4.319768407
 01/19  21:00:00,3.903815867,12.27855002,3.903815867
 01/19  22:00:00,3.456327739,11.30355002,3.456327739
 01/19  23:00:00,2.887340429,10.01605002,2.887340429
 01/19  24:00:00,2.491551437,8.691050021,2.491551437
 01/20  01:00:00,1.976031419,7.278550021,1.976031419
 01/20  02:00:00,1.432493838,6.678550021,1.432493838
 01/20  03:00:00,0.858584154,5.616050021,0.858584154
 01/20  04:00:00,0.295582489,4.978550021,0.295582489
 01/20  05:00:00,-0.171218138,4.603550021,-0.171218138
 01/20  06:00:00,-0.630730214,3.691050021,-0.630730214
 01/20  07:00:00,-1.096080397,2.966050021,-1.096080397
 01/20  08:00:00,-1.094017818,2.778550021,-1.094017818
 01/20  09:00:00,-0.189843295,4.153550021,-0.189843295
 01/20  10:00:00,1.403580113,7.041050021,1.403580113
 01/20  11:00:00,2.774609353,9.716050021,2.774609353
 01/20  12:00:00,3.140278679,10.89105002,3.140278679
 01/20  13:00:00,3.350841533,11.76605002,3.350841533
 01/20  14:00:00,4.036488243,13.24105002,4.036488243
 01/20  15:00:00,4.862534096,14.94105002,4.862534096
 01/20  16:00:00,5.26397992,15.89105002,5.26397992
 01/20  17:00:00,5.416912595,16.07855002,5.416912595
 01/20  18:00:00,5.235602847,15.01605002,5.235602847
 01/20  19:00:00,4.647796349,13.37855002,4.647796349
 01/20  20:00:00,4.05192249,12.40355002,4.05192249
 01/20  21:00:00,3.641117216,11.86605002,3.641117216
 01/20  22:00:00,3.190440218,10.61605002,3.190440218
