Date/Time,ZONE 1:Zone Measured Air Temperature [C](TimeStep),ZONE 2:Zone Measured Air Temperature [C](TimeStep),ZONE 3:Zone Measured Air Temperature [C](TimeStep),ZONE 4:Zone Measured Air Temperature [C](TimeStep)
 07/27  13:40:00,26.50706627,27.58653035,26.42620379,26.61933204
 07/27  13:50:00,26.53748376,27.62742345,26.46850709,26.66252168
 07/27  14:00:00,26.56790782,27.6676219,26.51052811,26.70556293
 07/27  14:10:00,26.59870464,27.70705083,26.55256089,26.74843733
 07/27  14:20:00,26.63001744,27.7455954,26.59474995,26.79111568
 07/27  14:30:00,26.66173289,27.78354967,26.63709823,26.83355852
 07/27  14:40:00,26.69361609,27.82096998,26.67955211,26.87571822
 07/27  14:50:00,26.72542649,27.85780601,26.7220532,26.91755741
 07/27  15:00:00,26.75700456,27.89399803,26.76456454,26.95905714
 07/27  15:10:00,26.7862117,27.92886662,26.80675095,26.99999723
 07/27  15:20:00,26.81257797,27.96214762,26.84843385,27.04026611
 07/27  15:30:00,26.83686887,27.99389321,26.88957524,27.07984656
 07/27  15:40:00,26.85999724,28.02418034,26.93017882,27.11874725
 07/27  15:50:00,26.88261437,28.05310788,26.97026119,27.15698517
 07/27  16:00:00,26.90508471,28.08077242,27.00983517,27.19457537
 07/27  16:10:00,26.92398848,28.10611323,27.04833835,27.23114415
 07/27  16:20:00,26.93857135,28.12866484,27.08545809,27.26648828
 07/27  16:30:00,26.94997765,28.14851177,27.12114456,27.30058199
 07/27  16:40:00,26.95944408,28.16585081,27.15544092,27.33345733
 07/27  16:50:00,26.96771662,28.18086688,27.18839972,27.36514987
 07/27  17:00:00,26.97511761,28.19370666,27.22005964,27.3956851
 07/27  17:10:00,26.98157837,28.20450681,27.25042159,27.42506559
 07/27  17:20:00,26.98697887,28.21330829,27.27947831,27.453286
 07/27  17:30:00,26.99133783,28.2201481,27.30723032,27.48034594
 07/27  17:40:00,26.99480348,28.22512482,27.33369476,27.50625859
 07/27  17:50:00,26.99755076,28.22835384,27.35889025,27.53103856
 07/27  18:00:00,26.99961182,28.22987966,27.38281863,27.55468709
 07/27  18:10:00,27.00331633,28.23045365,27.40583378,27.57752601
 07/27  18:20:00,27.00937304,28.23055187,27.42814959,27.5997118
 07/27  18:30:00,27.01711783,28.23029193,27.44981871,27.62127139
 07/27  18:40:00,27.02583437,28.22974796,27.47083824,27.64219435
 07/27  18:50:00,27.03499836,28.22893636,27.49118765,27.66246271
 07/27  19:00:00,27.04428671,28.22784527,27.51084495,27.68206277
 07/27  19:10:00,27.07532241,28.22687387,27.5319225,27.70210186
 07/27  19:20:00,27.10212525,28.22334499,27.55205449,27.72113673
 07/27  19:30:00,27.11092181,28.21590928,27.56945585,27.73810447
 07/27  19:40:00,27.10319009,28.20445858,27.58350209,27.75262836
 07/27  19:50:00,27.08537135,28.18938643,27.59419709,27.76469784
 07/27  20:00:00,27.06249168,28.17113959,27.60172402,27.77440709
 07/27  20:10:00,27.04416556,28.15213282,27.60743691,27.78264222
 07/27  20:20:00,27.03285005,28.13375225,27.61216567,27.78995639
 07/27  20:30:00,27.02645519,28.11633481,27.61617665,27.79653702
 07/27  20:40:00,27.02227928,28.09976195,27.61948307,27.80240577
 07/27  20:50:00,27.01863439,28.08382322,27.62203385,27.80754077
 07/27  21:00:00,27.01481258,28.06835086,27.62379405,27.8119292
 07/27  21:10:00,27.00995938,28.05296185,27.62462488,27.81548687
 07/27  21:20:00,27.0038573,28.03743132,27.62444997,27.81816896
 07/27  21:30:00,26.99666566,28.02166313,27.62325168,27.81996837
 07/27  21:40:00,26.9885951,28.00563304,27.62103908,27.82089504
 07/27  21:50:00,26.97977918,27.98932424,27.61782805,27.82096301
 07/27  22:00:00,26.97027892,27.97325663,27.61363445,27.82018599
 07/27  22:10:00,26.92938916,27.94127224,27.59935518,27.81163454
 07/27  22:20:00,26.88052766,27.90103375,27.57856219,27.7980985
 07/27  22:30:00,26.83714728,27.86028169,27.55524182,27.7825807
 07/27  22:40:00,26.80110456,27.82220059,27.53127089,27.76647976
 07/27  22:50:00,26.76955267,27.78609756,27.50709378,27.75012522
 07/27  23:00:00,26.73968823,27.75127935,27.48263656,27.73346493
 07/27  23:10:00,26.70886551,27.7170291,27.45757167,27.71627426
 07/27  23:20:00,26.67630853,27.68297214,27.43171141,27.69842495
 07/27  23:30:00,26.64230081,27.64896985,27.40500694,27.6798835
 07/27  23:40:00,26.60731127,27.61497645,27.37747285,27.66065948
 07/27  23:50:00,26.57604735,27.5809657,27.34913866,27.64077255
 07/27  24:00:00,26.54739692,27.54691044,27.3200317,27.62024091
 07/28  00:10:00,26.45725982,27.49577918,27.27969163,27.5920292
 07/28  00:20:00,26.29269589,27.41856191,27.22201895,27.551967
 07/28  00:30:00,26.07535693,27.31445973,27.14563601,27.4990141
 07/28  00:40:00,25.82970283,27.18618888,27.05229369,27.43357611
 07/28  00:50:00,25.5701529,27.03692584,26.94385676,27.35638181
 07/28  01:00:00,25.30232555,26.86930755,26.82167461,27.26807406
 07/28  01:10:00,25.09914961,26.70496267,26.69865805,27.1772904
 07/28  01:20:00,24.97458072,26.55579425,26.58233009,27.0892595
 07/28  01:30:00,24.90372896,26.42395783,26.47461305,27.00554476
 07/28  01:40:00,24.85897778,26.30738861,26.37489703,26.92601072
 07/28  01:50:00,24.82423288,26.20335381,26.28205011,26.85013139
 07/28  02:00:00,24.79336302,26.10965192,26.19512557,26.77746061
 07/28  02:10:00,24.76460662,26.02469985,26.11343077,26.70768937
 07/28  02:20:00,24.73754418,25.94729482,26.0364356,26.64059192
 07/28  02:30:00,24.7118624,25.8764443,25.96369483,26.57597988
 07/28  02:40:00,24.6871737,25.81127787,25.89480419,26.51367598
 07/28  02:50:00,24.66312535,25.7510405,25.82939999,26.45351668
 07/28  03:00:00,24.63946903,25.69507558,25.76714831,26.39534631
 07/28  03:10:00,24.61623646,25.64289877,25.70777615,26.33904031
 07/28  03:20:00,24.59340188,25.59407805,25.65103251,26.28448016
 07/28  03:30:00,24.57086905,25.54821063,25.59668354,26.23155111
 07/28  03:40:00,24.54853864,25.50493261,25.54451524,26.18014659
 07/28  03:50:00,24.52634486,25.46392634,25.49433708,26.13016605
 07/28  04:00:00,24.50425599,25.42492308,25.44597565,26.08151741
 07/28  04:10:00,24.48769333,25.38900154,25.40017531,26.03472659
 07/28  04:20:00,24.47760346,25.35662467,25.3572963,25.99006983
 07/28  04:30:00,24.47200542,25.32764026,25.31729442,25.94755468
 07/28  04:40:00,24.46871442,25.30165347,25.27995198,25.90706897
 07/28  04:50:00,24.46670497,25.27845983,25.24507152,25.86850794
 07/28  05:00:00,24.46550457,25.25776203,25.21245376,25.83176007
 07/28  05:10:00,24.46605123,25.23958581,25.1821077,25.79685155
 07/28  05:20:00,24.46846823,25.22385952,25.15398363,25.76376682
 07/28  05:30:00,24.47229018,25.21040204,25.12796397,25.73244184
 07/28  05:40:00,24.47732875,25.20012597,25.10395785,25.70282767
 07/28  05:50:00,24.48345977,25.19351505,25.08186233,25.67486489
 07/28  06:00:00,24.49063074,25.19104724,25.061593,25.64850453
 07/28  06:10:00,24.65858627,25.23938187,25.07244258,25.64578155
 07/28  06:20:00,24.86940358,25.31814616,25.10256676,25.65819202
 07/28  06:30:00,25.03720112,25.40569629,25.13895639,25.67622397
 07/28  06:40:00,25.14945539,25.4913105,25.17559876,25.69540912
 07/28  06:50:00,25.22612074,25.57195219,25.21115114,25.71467315
 07/28  07:00:00,25.28736744,25.64814337,25.24597518,25.73419623
 07/28  07:10:00,25.34101472,25.72036657,25.28019789,25.75402976
 07/28  07:20:00,25.38983107,25.78869412,25.31391702,25.77420634
 07/28  07:30:00,25.43539854,25.85354125,25.34726837,25.79478315
 07/28  07:40:00,25.47889224,25.91546353,25.38038957,25.81581965
 07/28  07:50:00,25.52107952,25.97462772,25.41339342,25.83736682
 07/28  08:00:00,25.56259525,26.03147318,25.44639601,25.85948009
 07/28  08:10:00,25.59657,26.08442883,25.47833242,25.88141623
 07/28  08:20:00,25.62157669,26.1327745,25.50861911,25.90274425
 07/28  08:30:00,25.64005773,26.17643025,25.53717304,25.9233621
 07/28  08:40:00,25.65525393,26.21635483,25.56420949,25.9433732
 07/28  08:50:00,25.66945339,26.25374723,25.59001796,25.962934
 07/28  09:00:00,25.6836084,26.2892478,25.61482187,25.98216169
 07/28  09:10:00,25.7250193,26.33284776,25.64309437,26.0047262
 07/28  09:20:00,25.7780945,26.38178883,25.67387973,26.02973409
 07/28  09:30:00,25.82954691,26.43274723,25.70583414,26.05599913
 07/28  09:40:00,25.87574444,26.4839464,25.73827092,26.08292024
 07/28  09:50:00,25.91820411,26.53492523,25.77104305,26.1103555
 07/28  10:00:00,25.95927865,26.58594162,25.80428444,26.13838801
 07/28  10:10:00,25.99761541,26.63646119,25.83774512,26.16684645
 07/28  10:20:00,26.03631847,26.68623684,25.87130571,26.195642
 07/28  10:30:00,26.07538343,26.73531518,25.90499811,26.22478434
 07/28  10:40:00,26.11481386,26.78418014,25.93900456,26.25438488
 07/28  10:50:00,26.15480739,26.83325183,25.97349868,26.28455262
 07/28  11:00:00,26.19553252,26.88278465,26.0086077,26.3153688
 07/28  11:10:00,26.23553116,26.93247876,26.04418464,26.34673198
 07/28  11:20:00,26.27435412,26.98216646,26.08016005,26.37859183
 07/28  11:30:00,26.31238932,27.03185183,26.11655889,26.41095921
 07/28  11:40:00,26.34727021,27.08113208,26.15328104,26.44376565
 07/28  11:50:00,26.3788534,27.12969797,26.19025354,26.47695767
 07/28  12:00:00,26.40832095,27.17748063,26.22745175,26.51051289
 07/28  12:10:00,26.43542123,27.2242797,26.26469323,26.54430144
 07/28  12:20:00,26.46083642,27.27009378,26.30183939,26.57822076
 07/28  12:30:00,26.48552732,27.31504818,26.33885008,26.61223273
 07/28  12:40:00,26.50991973,27.35877538,26.37544863,26.6461385
 07/28  12:50:00,26.53404888,27.40101715,26.41150312,26.67983332
 07/28  13:00:00,26.55790177,27.4409173,26.44697969,26.71327657
 07/28  13:10:00,26.57976547,27.47778606,26.48152621,26.74621231
 07/28  13:20:00,26.59920355,27.51154388,26.51499349,26.77851706
 07/28  13:30:00,26.61664607,27.54273924,26.54730726,26.81011586
 07/28  13:40:00,26.63379416,27.57261497,26.57890284,26.84127771
 07/28  13:50:00,26.65183696,27.60190419,26.61007324,26.8721822
 07/28  14:00:00,26.67119979,27.63106345,26.64100651,26.90294342
 07/28  14:10:00,26.68971307,27.65959025,26.67168739,26.93337165
 07/28  14:20:00,26.706412,27.68709532,26.70195761,26.96332633
 07/28  14:30:00,26.7215158,27.71344542,26.73172653,26.99275719
 07/28  14:40:00,26.73515885,27.73836643,26.76090244,27.02159532
 07/28  14:50:00,26.74741652,27.76169291,26.78944071,27.0498024
 07/28  15:00:00,26.75845377,27.78336779,26.81733037,27.07736607
 07/28  15:10:00,26.75973096,27.80083043,26.84320604,27.10336543
 07/28  15:20:00,26.74908962,27.81270098,26.86625421,27.12724702
 07/28  15:30:00,26.72918097,27.81883131,26.88626277,27.14885914
 07/28  15:40:00,26.70351591,27.81964133,26.90330311,27.16824096
 07/28  15:50:00,26.67439376,27.81551805,26.9174782,27.18544959
 07/28  16:00:00,26.64297319,27.8067965,26.92887538,27.20053389
 07/28  16:10:00,26.6226096,27.79756177,26.93957895,27.21488876
 07/28  16:20:00,26.61702314,27.79017901,26.95085299,27.22936735
 07/28  16:30:00,26.62274698,27.78522191,26.96306998,27.24423078
 07/28  16:40:00,26.63509139,27.78252521,26.97620638,27.25947928
 07/28  16:50:00,26.65082711,27.78173745,26.99014041,27.27503857
 07/28  17:00:00,26.66831508,27.78251726,27.00475199,27.29083437
 07/28  17:10:00,26.68135365,27.78300739,27.0190891,27.3062271
 07/28  17:20:00,26.68813291,27.78210015,27.03256307,27.32081911
 07/28  17:30:00,26.69000587,27.77947982,27.04497815,27.33447478
 07/28  17:40:00,26.68892579,27.77522395,27.05632904,27.34718682
 07/28  17:50:00,26.68622411,27.76949043,27.06665341,27.35897689
 07/28  18:00:00,26.68253001,27.76261435,27.07597838,27.36985957
 07/28  18:10:00,26.67956867,27.75510346,27.08455992,27.38000173
 07/28  18:20:00,26.67788129,27.74725613,27.09255419,27.38950639
 07/28  18:30:00,26.6771359,27.73915215,27.10000302,27.39840114
 07/28  18:40:00,26.67685672,27.73079662,27.10689792,27.40668091
 07/28  18:50:00,26.6766992,27.72216603,27.11321575,27.41433095
 07/28  19:00:00,26.67647007,27.71323273,27.11893335,27.42133679
 07/28  19:10:00,26.62901285,27.68848838,27.11548653,27.42139599
 07/28  19:20:00,26.5506002,27.65140407,27.10393256,27.41540452
 07/28  19:30:00,26.4621505,27.60767049,27.08667816,27.4051959
 07/28  19:40:00,26.37338079,27.55939584,27.06515432,27.39183048
 07/28  19:50:00,26.29685824,27.50748798,27.03990415,27.37569322
 07/28  20:00:00,26.22791979,27.45228574,27.01107619,27.35687644
 07/28  20:10:00,26.17448656,27.3978691,26.98101884,27.33694842
 07/28  20:20:00,26.13683446,27.34649848,26.95114549,27.31686401
 07/28  20:30:00,26.10995982,27.2985824,26.92186446,27.29691353
 07/28  20:40:00,26.08871143,27.25371841,26.89311955,27.27707878
 07/28  20:50:00,26.06987918,27.2113671,26.86531724,27.25727055
 07/28  21:00:00,26.05197413,27.17108282,26.83833731,27.23741429
 07/28  21:10:00,26.03378533,27.13237254,26.81186477,27.21739486
 07/28  21:20:00,26.01490175,27.09488833,26.78567001,27.19713935
 07/28  21:30:00,25.99534072,27.0584003,26.75962117,27.1766112
 07/28  21:40:00,25.97519962,27.02273982,26.73363795,27.15579041
 07/28  21:50:00,25.9545273,26.98776651,26.70766114,27.13466324
 07/28  22:00:00,25.93332623,26.95335646,26.68163777,27.11321683
 07/28  22:10:00,25.7366862,26.86496617,26.62174566,27.06688948
 07/28  22:20:00,25.49262586,26.74470578,26.54026071,27.00412658
 07/28  22:30:00,25.29324544,26.61689567,26.45138441,26.93491683
 07/28  22:40:00,25.15011415,26.49250533,26.36184854,26.86407927
 07/28  22:50:00,25.04040013,26.37350848,26.27322431,26.79283157
 07/28  23:00:00,24.94278837,26.25871462,26.18518593,26.7210494
 07/28  23:10:00,24.866693,26.15202128,26.10045869,26.65065604
 07/28  23:20:00,24.81322799,26.05527528,26.02054553,26.58278467
 07/28  23:30:00,24.77554485,25.96814183,25.94561835,26.51769083
 07/28  23:40:00,24.7461817,25.88938707,25.87525696,26.45521922
 07/28  23:50:00,24.7205002,25.81772388,25.80893118,26.3951305
 07/28  24:00:00,24.69647492,25.75206267,25.74618615,26.33720963
 07/29  00:10:00,24.68041989,25.69356948,25.68784391,26.28209886
 07/29  00:20:00,24.67343623,25.64262326,25.63426834,26.23013375
 07/29  00:30:00,24.67283344,25.59871757,25.58530748,26.18129994
 07/29  00:40:00,24.67564437,25.56100214,25.54058753,26.13542448
 07/29  00:50:00,24.68008129,25.52863904,25.49971074,26.09230591
 07/29  01:00:00,24.68540427,25.5009188,25.46232482,26.05176136
 07/29  01:10:00,24.68436675,25.47520973,25.42692953,26.01281635
 07/29  01:20:00,24.67554098,25.44992696,25.39258522,25.97484927
 07/29  01:30:00,24.66138577,25.42456956,25.35893718,25.93761713
 07/29  01:40:00,24.64460883,25.39912736,25.32590442,25.90105603
 07/29  01:50:00,24.62682532,25.37369508,25.29347404,25.86514793
 07/29  02:00:00,24.60863036,25.34833857,25.26162765,25.82987236
 07/29  02:10:00,24.59017116,25.32307507,25.23032226,25.79519409
 07/29  02:20:00,24.57149678,25.29790316,25.19951304,25.76107652
 07/29  02:30:00,24.55265853,25.27281904,25.16916057,25.72748612
 07/29  02:40:00,24.53371024,25.24782103,25.1392311,25.69439289
 07/29  02:50:00,24.5146948,25.22290911,25.10969504,25.66176957
 07/29  03:00:00,24.49564081,25.19808383,25.08052592,25.62959105
 07/29  03:10:00,24.47662004,25.17341297,25.05172401,25.59784971
 07/29  03:20:00,24.4576542,25.14894089,25.023284,25.56653488
 07/29  03:30:00,24.43873331,25.12467888,24.99519148,25.53563056
 07/29  03:40:00,24.4198446,25.10062033,24.96742787,25.50511832
 07/29  03:50:00,24.40098344,25.07675377,24.93997448,25.47497984
 07/29  04:00:00,24.38215189,25.05306861,24.91281424,25.44519795
 07/29  04:10:00,24.36336494,25.02952375,24.88592109,25.41574994
 07/29  04:20:00,24.34463578,25.00607908,24.85927124,25.38661455
 07/29  04:30:00,24.32596889,24.98272191,24.83284422,25.35777261
 07/29  04:40:00,24.30736333,24.95944431,24.8066315,25.32921268
 07/29  04:50:00,24.28914883,24.93702266,24.78068553,25.30096491
 07/29  05:00:00,24.27139895,24.91579352,24.75502625,25.27303867
 07/29  05:10:00,24.26651648,24.89922875,24.73174082,25.24684857
 07/29  05:20:00,24.27675645,24.88931202,24.71200579,25.22322527
 07/29  05:30:00,24.29756166,24.88606242,24.69602452,25.20236012
 07/29  05:40:00,24.32392189,24.88902293,24.68356529,25.18415152
 07/29  05:50:00,24.35291379,24.89770348,24.67431988,25.16843857
 07/29  06:00:00,24.38342093,24.91170883,24.66802817,25.15508406
 07/29  06:10:00,24.5220357,24.96233759,24.68359938,25.15871585
 07/29  06:20:00,24.68048129,25.03303113,24.71162204,25.17250317
 07/29  06:30:00,24.7991665,25.10759523,24.74264121,25.1894103
 07/29  06:40:00,24.87263135,25.17884384,24.77247903,25.20625206
 07/29  06:50:00,24.91794105,25.24554307,24.80035029,25.22234942
 07/29  07:00:00,24.95094525,25.30853779,24.82664509,25.23790969
 07/29  07:10:00,24.97992553,25.36888755,24.85186884,25.25324566
 07/29  07:20:00,25.00767139,25.4271925,24.87636,25.26856291
 07/29  07:30:00,25.03482066,25.48371943,24.90032637,25.28398078
 07/29  07:40:00,25.06165854,25.5386348,24.92394478,25.29960066
 07/29  07:50:00,25.08846363,25.59205018,24.94739286,25.31552853
 07/29  08:00:00,25.11545349,25.6441264,24.97083866,25.33186816
 07/29  08:10:00,25.1429873,25.69517837,24.99445182,25.34872896
 07/29  08:20:00,25.17152551,25.7455145,25.01840823,25.3662274
 07/29  08:30:00,25.2013007,25.7953695,25.04283795,25.38445132
 07/29  08:40:00,25.23210719,25.84451539,25.06779298,25.4034372
 07/29  08:50:00,25.2637374,25.89275535,25.09332133,25.42321896
 07/29  09:00:00,25.29597439,25.9400211,25.11945757,25.44382126
 07/29  09:10:00,25.34000296,25.99194454,25.14774446,25.46687736
 07/29  09:20:00,25.38246658,26.04476086,25.17682197,25.49123863
 07/29  09:30:00,25.41592922,26.09533574,25.20560707,25.51590863
 07/29  09:40:00,25.44149814,26.14317064,25.23389171,25.54060931
 07/29  09:50:00,25.46305616,26.18896642,25.26188212,25.5654333
 07/29  10:00:00,25.48331934,26.23338355,25.28980914,25.59052677
 07/29  10:10:00,25.50412579,26.27712295,25.31803958,25.61613434
 07/29  10:20:00,25.52550654,26.32065559,25.34680369,25.64241024
 07/29  10:30:00,25.54697744,26.36425855,25.3762501,25.66945385
 07/29  10:40:00,25.5681325,26.40788055,25.40638345,25.69726747
 07/29  10:50:00,25.58891925,26.4514348,25.43720055,25.72584716
 07/29  11:00:00,25.60951805,26.49488089,25.46871556,25.7551999
 07/29  11:10:00,25.63047358,26.53783331,25.5007304,25.78518969
 07/29  11:20:00,25.65144586,26.58008828,25.53313329,25.81573543
 07/29  11:30:00,25.67234764,26.62161677,25.56590113,25.84681345
 07/29  11:40:00,25.69316866,26.66233146,25.59898792,25.87838361
 07/29  11:50:00,25.71395316,26.70218865,25.63236348,25.91041547
 07/29  12:00:00,25.73495277,26.74128707,25.66601483,25.94288937
 07/29  12:10:00,25.75672199,26.77998331,25.69988421,25.97575448
 07/29  12:20:00,25.77983871,26.81857783,25.73393961,26.0089762
 07/29  12:30:00,25.80451352,26.85723713,25.76817025,26.04253351
 07/29  12:40:00,25.8306638,26.895998,25.80255987,26.07640123
 07/29  12:50:00,25.8581253,26.93484491,25.83709196,26.11055361
 07/29  13:00:00,25.886714,26.97374443,25.87174991,26.1449645
 07/29  13:10:00,25.91667523,27.01210357,25.90656984,26.17964332
 07/29  13:20:00,25.94613568,27.04993272,25.9415638,26.21458358
 07/29  13:30:00,25.97509177,27.08734343,25.97671738,26.24976095
 07/29  13:40:00,26.00395459,27.12432859,26.01198513,26.28512971
 07/29  13:50:00,26.03302807,27.16082507,26.04732556,26.32064624
 07/29  14:00:00,26.0623741,27.19671322,26.0827069,26.3562729
 07/29  14:10:00,26.0894505,27.23120121,26.11777896,26.39175476
 07/29  14:20:00,26.11318425,27.26379745,26.15233713,26.4269308
 07/29  14:30:00,26.13401437,27.29434916,26.1863278,26.46173995
 07/29  14:40:00,26.15281995,27.32284065,26.2197529,26.49615857
 07/29  14:50:00,26.17026029,27.34931294,26.25262449,26.53017071
 07/29  15:00:00,26.18669985,27.37383961,26.28494746,26.56375651
 07/29  15:10:00,26.20057681,27.39597825,26.31642636,26.59669543
 07/29  15:20:00,26.21168453,27.41554525,26.34688089,26.62884075
 07/29  15:30:00,26.2207658,27.43265643,26.37626278,26.66013236
 07/29  15:40:00,26.22866057,27.44749875,26.4045783,26.69054695
 07/29  15:50:00,26.23585184,27.46017084,26.43220249,26.7200624
 07/29  16:00:00,26.24279242,27.47090803,26.45921439,26.74868597
 07/29  16:10:00,26.25014499,27.4800577,26.48564907,26.77646869
 07/29  16:20:00,26.25819764,27.48790298,26.51152503,26.80345661
 07/29  16:30:00,26.26692172,27.49468806,26.53686822,26.82969193
 07/29  16:40:00,26.27614843,27.50060479,26.56170886,26.85521045
 07/29  16:50:00,26.28569152,27.50576196,26.58605913,26.88002764
 07/29  17:00:00,26.29539305,27.51020182,26.60990953,26.9041403
 07/29  17:10:00,26.3031916,27.51339373,26.63294444,26.92733809
 07/29  17:20:00,26.30850118,27.51506247,26.65496711,26.94948924
 07/29  17:30:00,26.31182888,27.51519793,26.67591284,26.97055004
 07/29  17:40:00,26.31379452,27.51385278,26.69576923,26.99051068
 07/29  17:50:00,26.31483735,27.51111211,26.71453866,27.00937204
 07/29  18:00:00,26.31506868,27.50696624,26.73220428,27.02712032
 07/29  18:10:00,26.31272908,27.50097433,26.74846031,27.04355117
 07/29  18:20:00,26.3074617,27.49296773,26.76312525,27.05854414
 07/29  18:30:00,26.29990972,27.48302414,26.7761498,27.07206757
 07/29  18:40:00,26.29085104,27.47132067,26.78754518,27.08413108
 07/29  18:50:00,26.28073509,27.4579958,26.79732845,27.09474829
 07/29  19:00:00,26.2684452,27.44319694,26.80551806,27.10393603
 07/29  19:10:00,26.20943511,27.41161984,26.80355682,27.10540519
 07/29  19:20:00,26.13424412,27.37088806,26.79481096,27.1016132
 07/29  19:30:00,26.06749522,27.32868369,26.78303083,27.09530732
 07/29  19:40:00,26.01506179,27.28828057,26.76998344,27.08779149
 07/29  19:50:00,25.9780422,27.2490577,26.75609219,27.07939163
 07/29  20:00:00,25.95002398,27.21047027,26.74129007,27.07007662
 07/29  20:10:00,25.92541184,27.17222514,26.7254433,27.05976689
 07/29  20:20:00,25.90143686,27.13419072,26.70847309,27.04842251
 07/29  20:30:00,25.87724272,27.09629114,26.69034973,27.0360388
 07/29  20:40:00,25.852666,27.05846907,26.67106609,27.02262858
 07/29  20:50:00,25.82765816,27.02067128,26.65062385,27.00820713
 07/29  21:00:00,25.80214502,26.98284706,26.62902395,26.99279045
 07/29  21:10:00,25.77873123,26.9456127,26.60673415,26.97670209
 07/29  21:20:00,25.75788876,26.909271,26.58440045,26.96013909
 07/29  21:30:00,25.73865083,26.87380269,26.56215065,26.94316096
 07/29  21:40:00,25.71993281,26.83906069,26.53990851,26.92576396
 07/29  21:50:00,25.70107264,26.80488549,26.51756975,26.90793059
 07/29  22:00:00,25.68179274,26.77114385,26.4950552,26.8896473
 07/29  22:10:00,25.48300722,26.68159465,26.43747245,26.84577822
 07/29  22:20:00,25.22360703,26.55590187,26.35546292,26.78358838
 07/29  22:30:00,24.99566219,26.41754268,26.26254612,26.71249685
 07/29  22:40:00,24.81539334,26.27776873,26.1654754,26.63725225
 07/29  22:50:00,24.66423251,26.13920456,26.06610149,26.55920294
 07/29  23:00:00,24.52316992,26.00128994,25.96439832,26.47838649
 07/29  23:10:00,24.40923214,25.87017026,25.86448911,26.39764339
 07/29  23:20:00,24.32494023,25.74896455,25.76872145,26.31867444
 07/29  23:30:00,24.26103693,25.63768103,25.67755,26.24193628
 07/29  23:40:00,24.20746109,25.53502541,25.59057805,26.16730968
 07/29  23:50:00,24.1581066,25.43956799,25.50724657,26.09454682
 07/29  24:00:00,24.1104191,25.3501315,25.42707726,26.02343249
 07/30  00:10:00,24.06938558,25.2673789,25.35066589,25.95446286
 07/30  00:20:00,24.03581198,25.19139529,25.27825166,25.88789346
 07/30  00:30:00,24.0074226,25.12161841,25.20966599,25.82370101
 07/30  00:40:00,23.98172266,25.05724907,25.14456728,25.76173597
 07/30  00:50:00,23.95719875,24.99751949,25.08259925,25.70182681
 07/30  01:00:00,23.93321313,24.94177858,25.02344621,25.64381779
 07/30  01:10:00,23.90956792,24.88948625,24.96683558,25.5875739
 07/30  01:20:00,23.88618386,24.84018828,24.91253303,25.53297309
 07/30  01:30:00,23.86299295,24.79349696,24.86032802,25.47990677
 07/30  01:40:00,23.83993047,24.74907819,24.81002799,25.42827359
 07/30  01:50:00,23.81694592,24.70664295,24.76146347,25.37797907
 07/30  02:00:00,23.79400626,24.66594106,24.71448027,25.32893572
 07/30  02:10:00,23.74539042,24.61970593,24.66464717,25.27814137
 07/30  02:20:00,23.66620767,24.56406429,24.60942054,25.22380463
 07/30  02:30:00,23.56557131,24.49858682,24.54825214,25.16544576
 07/30  02:40:00,23.45364503,24.42431953,24.48149272,25.10319014
 07/30  02:50:00,23.3364256,24.34250303,24.40967509,25.03730136
 07/30  03:00:00,23.21628879,24.25416899,24.33325619,24.96800993
 07/30  03:10:00,23.12587001,24.1689599,24.25793637,24.8991329
 07/30  03:20:00,23.07142274,24.09213378,24.18701357,24.83295228
 07/30  03:30:00,23.04176671,24.02454416,24.12127377,24.77010311
 07/30  03:40:00,23.02445215,23.96514441,24.06036833,24.71046017
 07/30  03:50:00,23.01217658,23.91259824,24.00371865,24.65372715
 07/30  04:00:00,23.00212116,23.86582312,23.9508351,24.59964819
 07/30  04:10:00,22.98174607,23.82075454,23.89938491,24.54669356
 07/30  04:20:00,22.94858255,23.77505924,23.84797033,24.49392641
 07/30  04:30:00,22.90661004,23.72809646,23.79614469,24.44102949
 07/30  04:40:00,22.86028087,23.67997244,23.74389521,24.38797252
 07/30  04:50:00,22.81247594,23.63120449,23.69135789,24.33482803
 07/30  05:00:00,22.76421822,23.58205847,23.6386164,24.2816379
 07/30  05:10:00,22.73424342,23.53765391,23.58881332,24.23052866
 07/30  05:20:00,22.72596962,23.50065097,23.54370694,24.18273841
 07/30  05:30:00,22.73274168,23.47125138,23.50360998,24.13855442
 07/30  05:40:00,22.74743773,23.44891542,23.46822566,24.09785293
 07/30  05:50:00,22.76590118,23.43292252,23.43713081,24.06041342
 07/30  06:00:00,22.78646743,23.4226081,23.40995318,24.02603644
 07/30  06:10:00,23.02566869,23.47817812,23.42523312,24.02317648
 07/30  06:20:00,23.32290304,23.57275809,23.46700596,24.04064409
 07/30  06:30:00,23.56122319,23.67791879,23.51786164,24.06599413
 07/30  06:40:00,23.72354794,23.78088252,23.56971818,24.09335866
 07/30  06:50:00,23.83726956,23.87920777,23.6207371,24.12130748
 07/30  07:00:00,23.92990051,23.97405794,23.67132608,24.15002791
 07/30  07:10:00,24.01270538,24.06599067,23.72166137,24.1795815
 07/30  07:20:00,24.089674,24.15541923,23.771876,24.21000507
 07/30  07:30:00,24.16270907,24.2427672,23.82211895,24.24134769
 07/30  07:40:00,24.23329189,24.32845062,23.87255794,24.27367525
