    Tiwb,     Todb,         EIR
12.77778, 18.00000, 0.750374374
        , 24.00000, 0.834785832
        , 30.00000, 0.950729763
        , 36.00000, 1.098206165
        , 42.00000, 1.277215039
        , 46.11111, 1.418073932
15.00000,         , 0.760275481
        ,         , 0.834979909
        ,         , 0.941216809
        ,         , 1.078986181
        ,         , 1.248288025
        ,         , 1.382495806
18.30000,         , 0.763612751
        ,         , 0.823902225
        ,         , 0.91572417
        ,         , 1.039078588
        ,         , 1.193965478
        ,         , 1.318296348
21.70000,         , 0.752843265
        ,         , 0.798280967
        ,         , 0.875251142
        ,         , 0.983753788
        ,         , 1.123788906
        ,         , 1.237943566
23.88889,         , 0.738279952
        ,         , 0.774156215
        ,         , 0.84156495
        ,         , 0.940506158
        ,         , 1.070979837
        ,         , 1.178583142
