Date/Time,Environment:Site Sky Temperature [C](Hourly),Outdoor Air Drybulb Temperature [C],Outdoor Air Wetbulb Temperature [C],Outdoor Air Wind Speed [m/s],Outdoor Air Wind Direction [degree]
 10/12  15:00:00,22.80730093,36.57855002,18.62309227,1.334159281,273.75
 10/12  16:00:00,23.10658238,36.86605002,18.55833679,1.585743602,295
 10/12  17:00:00,22.55348583,36.30355002,18.22203911,1.395149419,310
 10/12  18:00:00,21.54529414,35.01605002,17.64168926,1.280792909,297.5
 10/12  19:00:00,20.22212726,33.37855002,17.27952031,0.480297341,243.75
 10/12  20:00:00,18.48000309,31.71605002,17.01284165,0,0
 10/12  21:00:00,16.50430867,30.01605002,16.3269423,0,0
 10/12  22:00:00,14.72033601,28.69105002,15.9507514,0,0
 10/12  23:00:00,12.56680223,27.59105002,15.70547489,0.800495568,56.25
 10/12  24:00:00,10.92799387,26.49105002,15.2140501,1.471387092,102.5
 10/13  01:00:00,10.13248869,25.76605002,14.89534682,1.776337785,103.75
 10/13  02:00:00,9.303753937,24.82855002,14.75610546,1.509505929,106.25
 10/13  03:00:00,7.946823419,23.37855002,14.171878,1.280792909,85
 10/13  04:00:00,6.976705395,22.40355002,13.67028001,1.661981275,82.5
 10/13  05:00:00,7.12702915,21.86605002,13.22296122,1.890694295,96.25
 10/13  06:00:00,7.725922802,21.30355002,12.93764931,1.890694295,100
 10/13  07:00:00,8.567073987,21.45355002,12.97345394,2.081288478,106.25
 10/13  08:00:00,9.059984554,22.67855002,13.67483872,2.005050805,97.5
 10/13  09:00:00,11.41672862,25.71605002,14.79764146,2.691189863,90
 10/13  10:00:00,14.87173643,28.55355002,15.97893533,2.561585819,102.5
 10/13  11:00:00,17.80689392,30.81605002,16.83628383,2.005050805,103.75
 10/13  12:00:00,20.13181107,33.05355002,17.42987193,1.890694295,106.25
 10/13  13:00:00,21.56728193,34.94105002,18.12339826,1.509505929,103.75
 10/13  14:00:00,23.01846115,36.57855002,18.8210182,1.471387092,106.25
 10/13  15:00:00,23.971718,37.55355002,19.0872041,1.1664364,78.75
 10/13  16:00:00,23.63439992,37.77855002,19.2973379,1.524753464,28.75
 10/13  17:00:00,22.35919685,36.71605002,19.15969767,1.890694295,261.25
 10/13  18:00:00,21.02704616,35.39105002,18.56705176,1.700100112,95
 10/13  19:00:00,18.58340446,33.60355002,18.29337429,1.1664364,13.75
 10/13  20:00:00,16.48389107,31.71605002,18.00037063,0.914852078,22.5
 10/13  21:00:00,15.13665637,30.39105002,17.50760544,0.343069529,11.25
 10/13  22:00:00,14.30655217,29.60355002,17.04917325,0,0
 10/13  23:00:00,13.86485796,29.37855002,16.61502002,0.800495568,106.25
 10/13  24:00:00,12.90230084,28.37855002,16.43320155,1.280792909,76.25
 10/14  01:00:00,11.57435566,26.71605002,16.13370038,1.05207989,45
 10/14  02:00:00,11.19368553,25.39105002,15.6764656,0.343069529,22.5
 10/14  03:00:00,11.50471445,24.60355002,15.22183897,0.991089751,56.25
 10/14  04:00:00,9.460733808,23.69105002,14.64166342,1.585743602,108.75
 10/14  05:00:00,7.7756591,22.96605002,14.15623401,1.1664364,95
 10/14  06:00:00,6.546668434,21.71605002,13.60288424,1.334159281,117.5
 10/14  07:00:00,6.948836982,21.45355002,13.44193347,1.776337785,127.5
 10/14  08:00:00,9.028563351,23.05355002,14.13597266,1.890694295,107.5
 10/14  09:00:00,11.35485355,25.62855002,14.8548339,2.271882661,112.5
 10/14  10:00:00,13.9719021,28.36605002,15.78306287,2.50059568,113.75
 10/14  11:00:00,17.06159181,31.50355002,16.86765838,2.119407314,141.25
 10/14  12:00:00,18.28439587,33.77855002,17.4917789,2.271882661,153.75
 10/14  13:00:00,18.61749053,34.75355002,17.87771145,2.310001497,143.75
 10/14  14:00:00,19.47811706,35.66605002,18.23989213,2.996140556,165
 10/14  15:00:00,20.41980781,36.45355002,18.59517446,3.66703208,186.25
 10/14  16:00:00,20.63828755,36.67855002,18.5324957,3.400200224,165
 10/14  17:00:00,19.69680576,35.99105002,18.00211027,3.55267557,175
 10/14  18:00:00,18.2819528,34.51605002,17.48626287,3.400200224,190
 10/14  19:00:00,16.38991687,32.50355002,16.80552789,3.55267557,227.5
 10/14  20:00:00,14.30185208,30.61605002,15.81512604,3.400200224,250
 10/14  21:00:00,12.83219449,29.29105002,15.12530578,3.171487204,243.75
 10/14  22:00:00,11.69426114,28.19105002,14.64910113,1.98980327,240
 10/14  23:00:00,10.66365686,27.09105002,14.15072446,1.661981275,233.75
 10/14  24:00:00,9.571910504,25.99105002,13.76022364,0.709010361,221.25
 10/15  01:00:00,8.641441634,24.82855002,13.60857383,0.800495568,43.75
 10/15  02:00:00,7.725132885,23.69105002,13.43487902,1.661981275,76.25
 10/15  03:00:00,6.471827801,22.27855002,13.13882239,1.890694295,67.5
 10/15  04:00:00,5.943415611,21.67855002,12.79937287,1.700100112,66.25
 10/15  05:00:00,5.689324063,21.30355002,12.6987877,1.776337785,76.25
 10/15  06:00:00,5.153634044,20.76605002,12.56795855,1.509505929,80
 10/15  07:00:00,4.666787546,20.20355002,12.47869729,1.280792909,86.25
 10/15  08:00:00,5.279969486,20.66605002,12.91655226,1.661981275,71.25
 10/15  09:00:00,7.245308349,22.45355002,13.94096064,1.509505929,97.5
 10/15  10:00:00,8.886477341,23.96605002,15.01541905,1.280792909,113.75
 10/15  11:00:00,10.41963716,26.12855002,15.03348015,1.05207989,97.5
 10/15  12:00:00,11.55195359,27.86605002,14.63452077,0.914852078,90
 10/15  13:00:00,12.31321088,28.96605002,14.71533768,1.524753464,65
 10/15  14:00:00,13.76744906,30.44105002,15.30066825,1.280792909,31.25
 10/15  15:00:00,14.23712361,31.07855002,15.2712427,1.334159281,311.25
 10/15  16:00:00,14.21402594,31.07855002,15.23676615,1.776337785,307.5
 10/15  17:00:00,13.9345558,30.76605002,15.3043169,2.271882661,292.5
 10/15  18:00:00,13.25630091,29.82855002,15.27703336,2.119407314,288.75
 10/15  19:00:00,12.26492924,28.37855002,15.17866152,1.280792909,300
 10/15  20:00:00,11.12014217,27.09105002,14.91278665,0.343069529,247.5
 10/15  21:00:00,10.20487199,25.99105002,14.80767995,0.800495568,278.75
 10/15  22:00:00,9.548792174,25.20355002,14.54284004,1.280792909,236.25
 10/15  23:00:00,8.83829653,24.60355002,13.99795331,0.480297341,225
 10/15  24:00:00,8.048388175,23.69105002,13.72803896,0.571782549,316.25
 10/16  01:00:00,6.367258226,22.27855002,12.85366486,0.914852078,202.5
 10/16  02:00:00,5.664053807,21.67855002,12.45427297,1.143565098,112.5
 10/16  03:00:00,5.229944848,20.99105002,12.50407677,1.661981275,90
 10/16  04:00:00,4.279276786,19.82855002,12.19008321,1.890694295,83.75
 10/16  05:00:00,3.10970584,18.69105002,11.5587753,1.509505929,86.25
 10/16  06:00:00,2.508424037,18.27855002,11.02588823,1.471387092,96.25
 10/16  07:00:00,2.297675506,18.27855002,10.77912147,1.776337785,100
 10/16  08:00:00,3.264858234,19.34105002,11.17094984,2.081288478,106.25
 10/16  09:00:00,5.4273559,21.35355002,12.24482724,2.576833354,110
 10/16  10:00:00,7.22509748,23.24105002,12.94749206,2.424358007,116.25
 10/16  11:00:00,8.981611564,25.25355002,13.52762619,2.195644988,101.25
 10/16  12:00:00,11.51857716,28.14105002,14.45685736,1.623862439,158.75
 10/16  13:00:00,13.30234292,30.12855002,15.12987203,1.280792909,100
 10/16  14:00:00,14.19016114,31.26605002,15.24151953,1.471387092,247.5
 10/16  15:00:00,14.35328667,31.67855002,15.01455992,1.395149419,306.25
 10/16  16:00:00,14.28372378,31.67855002,14.91025239,1.280792909,303.75
 10/16  17:00:00,14.28372378,31.67855002,14.91025239,1.471387092,318.75
 10/16  18:00:00,13.11180163,30.24105002,14.55232113,1.585743602,311.25
 10/16  19:00:00,11.45420689,28.37855002,14.0017862,1.395149419,287.5
 10/16  20:00:00,9.911452625,26.71605002,13.40400649,1.280792909,205
 10/16  21:00:00,9.32939899,26.07855002,13.15609327,0.480297341,60
 10/16  22:00:00,8.71487653,25.01605002,13.45216947,0,0
 10/16  23:00:00,7.725132885,23.69105002,13.44716818,0,0
 10/16  24:00:00,6.724813795,22.59105002,12.96097701,0.800495568,87.5
 10/17  01:00:00,6.221837697,22.17855002,12.62114761,1.280792909,127.5
 10/17  02:00:00,5.510093916,21.49105002,12.2651871,1.280792909,120
 10/17  03:00:00,3.965962677,20.01605002,11.39624687,0.480297341,45
 10/17  04:00:00,3.137786289,19.06605002,11.20718223,0.800495568,81.25
 10/17  05:00:00,3.059406719,18.87855002,11.24736841,0.480297341,48.75
 10/17  06:00:00,2.136566371,18.19105002,10.57934426,1.181683934,56.25
 10/17  07:00:00,1.582862162,17.77855002,10.12473577,2.271882661,96.25
 10/17  08:00:00,3.155924487,19.52855002,10.72550613,2.50059568,93.75
 10/17  09:00:00,4.870490022,21.26605002,11.47362078,2.691189863,96.25
 10/17  10:00:00,7.339619499,23.74105002,12.69185516,2.233763824,106.25
 10/17  11:00:00,9.642909194,26.35355002,13.53092659,1.700100112,128.75
 10/17  12:00:00,10.90444564,27.86605002,13.96491686,1.585743602,77.5
 10/17  13:00:00,13.61435146,30.71605002,15.01620753,1.395149419,293.75
 10/17  14:00:00,14.79282417,32.17855002,15.32431115,1.05207989,217.5
 10/17  15:00:00,15.11500581,32.55355002,15.43490755,0.914852078,160
 10/17  16:00:00,15.96226754,33.46605002,15.59396332,1.90594183,205
 10/17  17:00:00,15.61908732,33.19105002,15.40389264,1.738218949,287.5
 10/17  18:00:00,14.28103293,31.71605002,15.01590499,1.280792909,291.25
 10/17  19:00:00,12.78383138,30.01605002,14.53686537,0.480297341,240
 10/17  20:00:00,11.0212075,28.00355002,13.92805792,0,0
 10/17  21:00:00,10.18134007,26.49105002,14.27043204,0,0
 10/17  22:00:00,9.621621834,25.76605002,14.1438458,1.181683934,56.25
 10/17  23:00:00,8.46725438,25.20355002,12.99346603,1.509505929,77.5
 10/17  24:00:00,7.949967614,24.97855002,12.46974919,1.280792909,76.25
 10/18  01:00:00,6.568965737,23.22855002,12.24645955,1.280792909,192.5
 10/18  02:00:00,5.357971497,21.86605002,11.73578398,1.280792909,272.5
 10/18  03:00:00,4.872198772,21.30355002,11.48506284,1.05207989,267.5
 10/18  04:00:00,3.812160563,20.01605002,11.27315093,1.143565098,253.75
 10/18  05:00:00,3.006856442,19.37855002,10.77159734,0.480297341,228.75
 10/18  06:00:00,2.849918964,19.37855002,10.45097124,0.571782549,6.25
 10/18  07:00:00,2.455330144,19.75355002,9.671244447,1.143565098,47.5
 10/18  08:00:00,3.780964231,21.35355002,10.12404573,1.280792909,45
 10/18  09:00:00,6.862070367,24.99105002,11.44866524,2.462476844,67.5
 10/18  10:00:00,9.494649021,27.67855002,12.55681646,3.933863936,71.25
 10/18  11:00:00,11.85506653,29.34105002,13.92744368,3.209606041,91.25
 10/18  12:00:00,13.48975866,30.66605002,14.74287792,2.50059568,128.75
 10/18  13:00:00,14.14419255,31.45355002,14.93949623,2.50059568,121.25
 10/18  14:00:00,14.16756072,31.99105002,14.62259764,2.691189863,91.25
 10/18  15:00:00,14.44567836,32.55355002,14.60952679,2.233763824,86.25
 10/18  16:00:00,14.42271523,32.77855002,14.54276056,2.691189863,102.5
 10/18  17:00:00,13.70063891,32.40355002,14.04722804,2.942774185,103.75
 10/18  18:00:00,12.76195071,31.49105002,13.63199039,2.424358007,100
 10/18  19:00:00,12.29017888,30.01605002,14.07035222,2.195644988,112.5
 10/18  20:00:00,11.0212075,28.00355002,13.94459755,2.195644988,120
 10/18  21:00:00,9.694301998,26.49105002,13.50857602,2.996140556,113.75
 10/18  22:00:00,9.207007496,25.76605002,13.4507087,3.057130695,85
 10/18  23:00:00,8.393819483,24.82855002,13.099758,2.61495219,82.5
 10/18  24:00:00,7.701293983,24.06605002,12.89267826,2.50059568,90
 10/19  01:00:00,6.673298923,22.81605002,12.71394693,2.50059568,83.75
 10/19  02:00:00,6.019393905,22.17855002,12.37332318,2.119407314,86.25
 10/19  03:00:00,5.689324063,21.86605002,12.12934077,1.890694295,108.75
 10/19  04:00:00,5.025323836,21.30355002,11.78774191,2.462476844,95
 10/19  05:00:00,4.460919674,20.76605002,11.50088276,2.424358007,105
 10/19  06:00:00,4.563910468,20.89105002,11.44941144,2.805546373,101.25
 10/19  07:00:00,4.331749923,20.76605002,11.24122597,2.942774185,90
 10/19  08:00:00,4.486408617,20.89105002,11.33466468,3.224853576,96.25
 10/19  09:00:00,5.610663993,22.14105002,11.79517541,4.048220446,93.75
 10/19  10:00:00,7.024815276,23.77855002,12.4284622,4.010101609,83.75
 10/19  11:00:00,9.391965361,25.44105002,12.89389685,3.971982773,86.25
 10/19  12:00:00,11.09664035,26.76605002,13.2984026,3.8957451,83.75
 10/19  13:00:00,12.17004804,27.86605002,13.76216582,3.400200224,73.75
 10/19  14:00:00,13.88316332,28.96605002,14.20385183,3.171487204,63.75
 10/19  15:00:00,15.00017712,29.37855002,14.36452284,3.171487204,60
 10/19  16:00:00,15.2076628,29.75355002,14.43440215,2.561585819,66.25
 10/19  17:00:00,15.2076628,29.97855002,14.47462645,2.195644988,63.75
 10/19  18:00:00,14.39764887,29.29105002,14.21339403,2.386239171,72.5
 10/19  19:00:00,12.85380094,28.19105002,13.92175728,1.928813132,92.5
 10/19  20:00:00,12.57380035,27.40355002,13.87706342,1.585743602,87.5
 10/19  21:00:00,12.07508698,26.17855002,13.25505308,1.966931968,73.75
 10/19  22:00:00,11.04863272,24.82855002,12.75216896,1.623862439,57.5
 10/19  23:00:00,10.44738837,24.75355002,12.67957546,2.043169641,75
 10/19  24:00:00,10.78454016,24.60355002,12.55634055,2.919902883,83.75
 10/20  01:00:00,11.78960327,24.37855002,12.48073364,2.942774185,86.25
 10/20  02:00:00,13.27693677,24.06605002,12.39227385,2.61495219,83.75
 10/20  03:00:00,12.85380094,23.50355002,12.19902501,2.310001497,86.25
 10/20  04:00:00,10.90007389,22.96605002,12.01494438,2.005050805,90
 10/20  05:00:00,10.10865991,23.09105002,11.94350537,1.700100112,115
 10/20  06:00:00,9.865644012,22.59105002,11.91583121,2.348120334,105
 10/20  07:00:00,11.75434321,22.55355002,12.04988227,2.043169641,115
 10/20  08:00:00,14.37043242,23.09105002,12.47089472,1.966931968,98.75
 10/20  09:00:00,15.32249149,23.27855002,12.78121893,2.386239171,86.25
 10/20  10:00:00,15.39138871,24.34105002,13.24686568,2.919902883,96.25
 10/20  11:00:00,16.97643571,26.35355002,14.41555432,3.171487204,106.25
 10/20  12:00:00,17.70355775,27.86605002,15.57895917,3.171487204,122.5
 10/20  13:00:00,18.34929734,29.34105002,16.6697556,3.362081387,136.25
 10/20  14:00:00,19.03840113,29.97855002,17.52722865,4.048220446,133.75
 10/20  15:00:00,17.71958428,29.60355002,17.78317586,4.200695792,130
 10/20  16:00:00,16.62229437,29.06605002,17.68999614,4.086339283,123.75
 10/20  17:00:00,15.57215645,28.50355002,17.74107242,3.8957451,120
 10/20  18:00:00,14.09515984,27.27855002,17.4144595,3.400200224,120
 10/20  19:00:00,12.71372502,25.99105002,16.64759909,3.362081387,113.75
 10/20  20:00:00,11.98144752,24.82855002,15.8702521,3.66703208,116.25
 10/20  21:00:00,11.60025298,24.06605002,15.66954087,3.971982773,126.25
 10/20  22:00:00,10.49293848,23.50355002,15.62555981,3.8957451,130
 10/20  23:00:00,11.7095567,23.27855002,15.57087334,3.400200224,111.25
 10/20  24:00:00,12.07508698,22.59105002,15.31767604,2.561585819,112.5
 10/21  01:00:00,11.4090802,21.86605002,15.00200998,2.576833354,113.75
 10/21  02:00:00,10.90518134,21.30355002,14.78513097,2.233763824,110
 10/21  03:00:00,10.08323887,20.76605002,14.81023981,2.271882661,97.5
 10/21  04:00:00,9.353420803,20.20355002,14.72329262,2.119407314,96.25
 10/21  05:00:00,9.010925857,19.97855002,14.46367285,2.081288478,106.25
 10/21  06:00:00,9.669414121,19.97855002,14.18752419,2.576833354,110
 10/21  07:00:00,9.743759316,19.60355002,14.11292595,2.61495219,110
 10/21  08:00:00,11.09003685,20.44105002,14.50070821,1.928813132,110
 10/21  09:00:00,13.66991762,21.07855002,14.7122434,2.767427537,116.25
 10/21  10:00:00,14.76985903,22.14105002,15.10787259,3.66703208,107.5
 10/21  11:00:00,15.86870902,24.52855002,16.19937646,2.980893021,118.75
 10/21  12:00:00,19.04059891,26.26605002,17.2321836,2.50059568,130
 10/21  13:00:00,19.58637921,27.36605002,17.96370416,2.310001497,117.5
 10/21  14:00:00,20.84498003,28.09105002,17.95575745,2.005050805,128.75
 10/21  15:00:00,22.80730093,27.59105002,17.88904299,1.890694295,183.75
 10/21  16:00:00,19.16176779,22.30355002,18.51554733,2.691189863,272.5
 10/21  17:00:00,15.98463331,18.69105002,18.06748961,2.180397453,322.5
 10/21  18:00:00,13.23982269,18.96605002,17.70829801,1.966931968,45
 10/21  19:00:00,10.63610132,19.06605002,17.68014287,3.186734739,96.25
 10/21  20:00:00,9.914447479,18.87855002,17.75940679,2.21851629,125
 10/21  21:00:00,8.810589425,18.87855002,17.75955194,2.043169641,121.25
 10/21  22:00:00,7.149305632,18.50355002,17.39562757,1.738218949,110
 10/21  23:00:00,6.926542136,18.65355002,17.32711418,1.661981275,103.75
 10/21  24:00:00,7.774863944,18.87855002,17.63096159,1.509505929,62.5
 10/22  01:00:00,6.26093774,18.50355002,17.39577221,1.661981275,71.25
 10/22  02:00:00,4.872198772,17.96605002,17.08149451,0.709010361,33.75
 10/22  03:00:00,4.718396658,17.77855002,17.02239538,0.800495568,43.75
 10/22  04:00:00,8.810416758,17.77855002,17.02239538,1.280792909,88.75
 10/22  05:00:00,8.569661999,17.77855002,16.81607109,1.280792909,81.25
 10/22  06:00:00,7.699702336,17.77855002,16.69201831,1.280792909,107.5
 10/22  07:00:00,8.886477341,17.77855002,16.69216407,1.280792909,117.5
 10/22  08:00:00,9.207007496,18.46605002,16.93064087,0.480297341,41.25
 10/22  09:00:00,9.1335726,20.25355002,17.51878819,1.181683934,43.75
 10/22  10:00:00,10.70519337,22.14105002,18.13424447,1.700100112,76.25
 10/22  11:00:00,13.4113277,23.77855002,18.48747379,1.585743602,67.5
 10/22  12:00:00,14.81569996,25.12855002,18.79623613,1.395149419,22.5
 10/22  13:00:00,15.25346233,26.26605002,19.1949918,1.05207989,0
 10/22  14:00:00,15.27656002,27.36605002,19.1278134,1.334159281,56.25
 10/22  15:00:00,15.66566787,28.46605002,18.79611957,1.776337785,115
 10/22  16:00:00,15.13665637,28.87855002,18.92100974,2.081288478,148.75
 10/22  17:00:00,13.83963036,28.19105002,18.53789621,1.623862439,135
 10/22  18:00:00,12.76195071,27.09105002,18.15233065,1.280792909,145
 10/22  19:00:00,12.0525292,26.30355002,17.91823598,1.05207989,178.75
 10/22  20:00:00,11.36068418,25.39105002,18.00090403,1.143565098,227.5
 10/22  21:00:00,10.83323805,24.60355002,18.19022869,1.280792909,312.5
 10/22  22:00:00,10.32625476,24.06605002,18.16659987,1.471387092,350
 10/22  23:00:00,9.49923034,23.19105002,17.90288573,0.594653851,266.25
 10/22  24:00:00,8.88802262,22.40355002,17.7929948,0.800495568,81.25
 10/23  01:00:00,8.370431357,21.86605002,17.69984954,1.280792909,117.5
 10/23  02:00:00,7.900128001,21.30355002,17.54968712,1.280792909,116.25
 10/23  03:00:00,7.25176621,20.76605002,17.21220997,1.280792909,120
 10/23  04:00:00,7.575760474,20.20355002,17.09995451,1.05207989,101.25
 10/23  05:00:00,6.441781064,19.29105002,16.87279116,1.334159281,96.25
 10/23  06:00:00,5.664053807,19.19105002,16.16646369,1.776337785,81.25
 10/23  07:00:00,5.740364611,19.37855002,15.82604149,1.700100112,82.5
 10/23  08:00:00,6.747958469,20.44105002,16.2893003,1.966931968,108.75
 10/23  09:00:00,7.973544953,21.76605002,16.98617587,2.576833354,113.75
 10/23  10:00:00,9.68974283,23.55355002,17.68485923,2.424358007,116.25
 10/23  11:00:00,11.21606266,25.12855002,18.14279679,1.814456622,88.75
 10/23  12:00:00,13.29538955,27.26605002,18.86034813,1.395149419,145
 10/23  13:00:00,14.63086758,28.65355002,19.23686109,1.05207989,96.25
 10/23  14:00:00,15.06947195,29.19105002,19.25571699,1.143565098,46.25
 10/23  15:00:00,15.77962664,30.12855002,19.29614839,1.852575458,162.5
 10/23  16:00:00,16.12280494,30.57855002,19.1786155,2.195644988,236.25
 10/23  17:00:00,15.5508411,30.20355002,18.54677119,1.395149419,202.5
 10/23  18:00:00,14.39764887,28.91605002,18.22382283,1.334159281,255
 10/23  19:00:00,13.32627047,27.59105002,18.16011779,1.395149419,293.75
 10/23  20:00:00,11.90666118,26.17855002,17.67732394,0.480297341,243.75
 10/23  21:00:00,10.78454249,24.82855002,17.53336167,0.800495568,278.75
 10/23  22:00:00,10.01085556,24.06605002,17.33763524,0.480297341,221.25
 10/23  23:00:00,9.107870823,23.19105002,16.89974706,0.800495568,297.5
 10/23  24:00:00,8.370431357,22.40355002,16.59283841,0.480297341,232.5
 10/24  01:00:00,7.525923512,21.49105002,16.28052171,0,0
 10/24  02:00:00,7.027243516,20.76605002,16.45805869,0,0
 10/24  03:00:00,6.952081907,20.57855002,16.64387068,0,0
 10/24  04:00:00,5.812365483,19.51605002,16.08617732,0.571782549,260
 10/24  05:00:00,4.743603535,18.50355002,15.62555257,1.143565098,162.5
 10/24  06:00:00,4.383762532,18.27855002,15.10135613,1.280792909,140
 10/24  07:00:00,4.306433484,18.27855002,14.67393705,1.661981275,108.75
 10/24  08:00:00,5.329547313,19.34105002,14.96477133,1.890694295,77.5
 10/24  09:00:00,7.197510613,21.35355002,15.65669044,2.271882661,88.75
 10/24  10:00:00,8.934249706,23.24105002,16.3135885,2.310001497,87.5
 10/24  11:00:00,11.20874286,25.62855002,17.19006465,1.623862439,61.25
 10/24  12:00:00,13.16032083,27.67855002,17.83971992,1.05207989,180
 10/24  13:00:00,14.65168488,29.34105002,18.14346685,0.914852078,267.5
 10/24  14:00:00,15.66566787,30.66605002,17.99268303,0.343069529,221.25
 10/24  15:00:00,16.28170291,31.45355002,17.95191865,0,0
 10/24  16:00:00,16.48644212,31.67855002,18.01077005,0.991089751,303.75
 10/24  17:00:00,15.57215645,30.61605002,17.86125674,2.348120334,270
 10/24  18:00:00,14.90831555,28.91605002,17.53085125,2.805546373,263.75
 10/24  19:00:00,13.90892519,27.59105002,16.75026872,2.233763824,260
 10/24  20:00:00,13.35078799,26.17855002,16.69777958,1.700100112,241.25
 10/24  21:00:00,11.92765803,24.82855002,16.27206329,1.395149419,273.75
 10/24  22:00:00,10.59171357,23.69105002,16.00182585,0.480297341,247.5
 10/24  23:00:00,10.0599573,22.96605002,16.17582793,0,0
 10/24  24:00:00,9.548792174,22.40355002,16.0377006,0.800495568,75
 10/25  01:00:00,8.961457516,21.86605002,15.64584484,1.471387092,120
 10/25  02:00:00,8.617531646,20.99105002,15.27313353,1.395149419,101.25
 10/25  03:00:00,8.172592904,20.20355002,14.98830595,1.471387092,90
 10/25  04:00:00,6.948858606,19.60355002,14.57460325,2.157526151,90
 10/25  05:00:00,6.348193202,18.69105002,14.27271331,2.119407314,83.75
 10/25  06:00:00,5.968300332,17.96605002,13.92188783,1.700100112,80
 10/25  07:00:00,6.497687921,17.77855002,13.60080491,1.966931968,92.5
 10/25  08:00:00,7.575760474,18.09105002,13.78256203,2.005050805,87.5
 10/25  09:00:00,9.54116954,20.71605002,14.74975212,1.890694295,73.75
 10/25  10:00:00,10.4958907,23.24105002,15.50207007,2.081288478,26.25
 10/25  11:00:00,12.04536429,24.56605002,15.5869946,0.82336687,0
 10/25  12:00:00,14.59987087,26.35355002,15.44160406,0.991089751,291.25
 10/25  13:00:00,17.04520157,27.55355002,15.74777413,1.776337785,218.75
 10/25  14:00:00,18.26178094,27.40355002,15.71579002,2.462476844,243.75
 10/25  15:00:00,17.56672867,27.17855002,15.29773533,3.796636125,263.75
 10/25  16:00:00,16.91645044,26.17855002,15.06986011,5.001191361,266.25
 10/25  17:00:00,15.59273921,25.20355002,14.62228867,4.566636624,263.75
 10/25  18:00:00,13.55632159,23.91605002,14.40173657,4.086339283,266.25
 10/25  19:00:00,12.55038855,22.96605002,14.4605666,2.904655348,263.75
 10/25  20:00:00,10.361726,22.09105002,14.46585592,2.195644988,260
 10/25  21:00:00,8.764861634,20.99105002,13.88361019,2.386239171,260
 10/25  22:00:00,4.853833837,19.51605002,11.79903794,2.919902883,253.75
 10/25  23:00:00,2.112018207,18.50355002,10.29741313,2.942774185,250
 10/25  24:00:00,1.128419755,17.59105002,9.599777615,2.424358007,243.75
 10/26  01:00:00,0.594010398,17.17855002,9.260139793,2.386239171,246.25
 10/26  02:00:00,-0.299136554,16.17855002,8.876930334,2.119407314,243.75
 10/26  03:00:00,-0.650437992,15.57855002,8.824198137,1.700100112,258.75
 10/26  04:00:00,-1.391069309,14.82855002,8.561929221,0.594653851,236.25
 10/26  05:00:00,-2.022724776,14.06605002,8.31498922,0.800495568,18.75
 10/26  06:00:00,-2.105663748,13.87855002,8.296313208,1.661981275,48.75
 10/26  07:00:00,-2.662002,13.19105002,8.295116642,0.709010361,22.5
 10/26  08:00:00,-1.751662421,14.15355002,8.644441343,1.181683934,310
 10/26  09:00:00,-0.596466272,15.66605002,8.900371874,1.700100112,267.5
 10/26  10:00:00,0.591152547,17.14105002,9.312856511,1.585743602,260
 10/26  11:00:00,2.083691196,18.77855002,9.978665803,0.594653851,232.5
 10/26  12:00:00,4.067290534,20.81605002,10.95977168,0.800495568,328.75
 10/26  13:00:00,5.051719639,21.99105002,11.15527147,1.280792909,247.5
 10/26  14:00:00,5.764466107,23.24105002,11.12840292,1.471387092,247.5
 10/26  15:00:00,6.64981034,24.56605002,11.34832621,1.585743602,220
 10/26  16:00:00,6.194758597,24.29105002,11.02625518,1.585743602,246.25
 10/26  17:00:00,5.485716045,23.50355002,10.66607757,1.966931968,261.25
 10/26  18:00:00,4.302989213,22.27855002,10.09135096,2.576833354,262.5
 10/26  19:00:00,3.42464679,20.99105002,9.885963161,2.043169641,257.5
 10/26  20:00:00,2.612267622,19.82855002,9.635779657,1.395149419,262.5
 10/26  21:00:00,1.821255171,19.06605002,9.334015332,1.05207989,263.75
 10/26  22:00:00,1.316440818,18.19105002,9.430923084,0.343069529,232.5
 10/26  23:00:00,0.888918785,17.40355002,9.414607817,0,0
 10/26  24:00:00,0.324443538,16.86605002,9.032402928,0,0
 10/27  01:00:00,-0.46087667,15.99105002,8.738691192,0,0
 10/27  02:00:00,-1.472811069,14.82855002,8.471836372,0.800495568,43.75
 10/27  03:00:00,-2.300207624,14.06605002,7.948194239,1.280792909,63.75
 10/27  04:00:00,-3.108735616,13.19105002,7.523398781,1.280792909,66.25
 10/27  05:00:00,-4.008913784,12.40355002,6.961411085,1.852575458,82.5
 10/27  06:00:00,-4.347744934,12.17855002,6.697437874,2.005050805,102.5
 10/27  07:00:00,-4.347744934,12.17855002,6.562271016,2.081288478,122.5
 10/27  08:00:00,-3.642729827,12.86605002,6.956655587,2.005050805,105
 10/27  09:00:00,-1.699066698,15.02855002,7.825952793,2.271882661,102.5
 10/27  10:00:00,0.025888583,17.14105002,8.555491653,2.50059568,122.5
 10/27  11:00:00,2.495676481,19.84105002,9.743216684,2.119407314,155
 10/27  12:00:00,4.202287648,21.76605002,10.40672837,0.709010361,63.75
 10/27  13:00:00,5.152784814,22.86605002,10.68055132,0.800495568,310
 10/27  14:00:00,5.790960682,23.65355002,10.90836674,1.280792909,181.25
 10/27  15:00:00,7.073305883,24.94105002,11.62698211,1.471387092,162.5
 10/27  16:00:00,7.126227369,25.20355002,11.5255464,1.776337785,223.75
