Time,VAV SYS 1:DesPer 1:Des Heat Mass Flow [kg/s],VAV SYS 1:DesPer 1:Des Heat Cap [W],VAV SYS 1:DesPer 1:Des Cool Mass Flow [kg/s],VAV SYS 1:DesPer 1:Des Sens Cool Cap [W],VAV SYS 1:DesPer 1:Des Tot Cool Cap [W],VAV SYS 1:DesPer 2:Des Heat Mass Flow [kg/s],VAV SYS 1:DesPer 2:Des Heat Cap [W],VAV SYS 1:DesPer 2:Des Cool Mass Flow [kg/s],VAV SYS 1:DesPer 2:Des Sens Cool Cap [W],VAV SYS 1:DesPer 2:Des Tot Cool Cap [W]
00:15:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,4.648778E+03,1.762264E+04
00:30:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,4.572373E+03,1.754322E+04
00:45:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,4.495968E+03,1.746378E+04
01:00:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,4.419564E+03,1.738436E+04
01:15:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,4.368628E+03,1.733140E+04
01:30:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,4.317691E+03,1.727845E+04
01:45:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,4.266755E+03,1.722549E+04
02:00:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,4.215818E+03,1.717254E+04
02:15:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,4.177616E+03,1.713283E+04
02:30:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,4.139414E+03,1.709312E+04
02:45:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,4.101212E+03,1.705340E+04
03:00:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,4.063009E+03,1.701368E+04
03:15:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,4.024807E+03,1.697397E+04
03:30:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,3.986605E+03,1.693426E+04
03:45:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,3.948402E+03,1.689454E+04
04:00:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,3.910200E+03,1.685483E+04
04:15:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,3.884732E+03,1.682835E+04
04:30:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,3.859264E+03,1.680188E+04
04:45:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,3.833796E+03,1.677539E+04
05:00:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,3.808327E+03,1.674892E+04
05:15:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,3.833796E+03,1.677539E+04
05:30:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,3.859264E+03,1.680188E+04
05:45:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,3.884732E+03,1.682835E+04
06:00:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,3.910200E+03,1.685483E+04
06:15:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,3.999339E+03,1.694750E+04
06:30:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,4.088477E+03,1.704016E+04
06:45:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,4.177616E+03,1.713283E+04
07:00:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,4.266755E+03,1.722549E+04
07:15:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.737392E-01,4.483234E+03,1.745055E+04
07:30:00,5.073647E-01,1.602644E+04,4.737392E-01,0.000000E+00,0.000000E+00,4.737392E-01,0.000000E+00,4.753631E-01,4.715179E+03,1.770015E+04
