Time,SPACE1-1:CHICAGO ANN HTG 99% CONDNS DB:Des Heat Load [W],SPACE1-1:CHICAGO ANN CLG 1% CONDNS DB=>MWB:Des Sens Cool Load [W],SPACE1-1:CHICAGO ANN HTG 99% CONDNS DB:Des Heat Mass Flow [kg/s],SPACE1-1:CHICAGO ANN CLG 1% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],SPACE2-1:CHICAGO ANN HTG 99% CONDNS DB:Des Heat Load [W],SPACE2-1:CHICAGO ANN CLG 1% CONDNS DB=>MWB:Des Sens Cool Load [W],SPACE2-1:CHICAGO ANN HTG 99% CONDNS DB:Des Heat Mass Flow [kg/s],SPACE2-1:CHICAGO ANN CLG 1% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],SPACE3-1:CHICAGO ANN HTG 99% CONDNS DB:Des Heat Load [W],SPACE3-1:CHICAGO ANN CLG 1% CONDNS DB=>MWB:Des Sens Cool Load [W],SPACE3-1:CHICAGO ANN HTG 99% CONDNS DB:Des Heat Mass Flow [kg/s],SPACE3-1:CHICAGO ANN CLG 1% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],SPACE4-1:CHICAGO ANN HTG 99% CONDNS DB:Des Heat Load [W],SPACE4-1:CHICAGO ANN CLG 1% CONDNS DB=>MWB:Des Sens Cool Load [W],SPACE4-1:CHICAGO ANN HTG 99% CONDNS DB:Des Heat Mass Flow [kg/s],SPACE4-1:CHICAGO ANN CLG 1% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],SPACE5-1:CHICAGO ANN HTG 99% CONDNS DB:Des Heat Load [W],SPACE5-1:CHICAGO ANN CLG 1% CONDNS DB=>MWB:Des Sens Cool Load [W],SPACE5-1:CHICAGO ANN HTG 99% CONDNS DB:Des Heat Mass Flow [kg/s],SPACE5-1:CHICAGO ANN CLG 1% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,2.554366E+03,0.000000E+00,8.731263E-02,0.000000E+00,1.120912E+03,0.000000E+00,3.831473E-02,0.000000E+00,2.522941E+03,0.000000E+00,8.623844E-02,0.000000E+00,1.119170E+03,0.000000E+00,3.825521E-02,0.000000E+00,1.619332E+03,0.000000E+00,5.535141E-02,0.000000E+00
00:30:00,2.554366E+03,0.000000E+00,8.731263E-02,0.000000E+00,1.120912E+03,0.000000E+00,3.831473E-02,0.000000E+00,2.522941E+03,0.000000E+00,8.623844E-02,0.000000E+00,1.119170E+03,0.000000E+00,3.825521E-02,0.000000E+00,1.619332E+03,0.000000E+00,5.535141E-02,0.000000E+00
00:45:00,2.554366E+03,0.000000E+00,8.731263E-02,0.000000E+00,1.120912E+03,0.000000E+00,3.831473E-02,0.000000E+00,2.522941E+03,0.000000E+00,8.623844E-02,0.000000E+00,1.119170E+03,0.000000E+00,3.825521E-02,0.000000E+00,1.619332E+03,0.000000E+00,5.535141E-02,0.000000E+00
01:00:00,2.554366E+03,0.000000E+00,8.731263E-02,0.000000E+00,1.120912E+03,0.000000E+00,3.831473E-02,0.000000E+00,2.522941E+03,0.000000E+00,8.623844E-02,0.000000E+00,1.119170E+03,0.000000E+00,3.825521E-02,0.000000E+00,1.619332E+03,0.000000E+00,5.535141E-02,0.000000E+00
01:15:00,2.554366E+03,0.000000E+00,8.731263E-02,0.000000E+00,1.120912E+03,0.000000E+00,3.831473E-02,0.000000E+00,2.522941E+03,0.000000E+00,8.623844E-02,0.000000E+00,1.119170E+03,0.000000E+00,3.825521E-02,0.000000E+00,1.619332E+03,0.000000E+00,5.535141E-02,0.000000E+00
01:30:00,2.554366E+03,0.000000E+00,8.731263E-02,0.000000E+00,1.120912E+03,0.000000E+00,3.831473E-02,0.000000E+00,2.522941E+03,0.000000E+00,8.623844E-02,0.000000E+00,1.119170E+03,0.000000E+00,3.825521E-02,0.000000E+00,1.619332E+03,0.000000E+00,5.535141E-02,0.000000E+00
01:45:00,2.554366E+03,0.000000E+00,8.731263E-02,0.000000E+00,1.120912E+03,0.000000E+00,3.831473E-02,0.000000E+00,2.522941E+03,0.000000E+00,8.623844E-02,0.000000E+00,1.119170E+03,0.000000E+00,3.825521E-02,0.000000E+00,1.619332E+03,0.000000E+00,5.535141E-02,0.000000E+00
02:00:00,2.554366E+03,0.000000E+00,8.731263E-02,0.000000E+00,1.120912E+03,0.000000E+00,3.831473E-02,0.000000E+00,2.522941E+03,0.000000E+00,8.623844E-02,0.000000E+00,1.119170E+03,0.000000E+00,3.825521E-02,0.000000E+00,1.619332E+03,0.000000E+00,5.535141E-02,0.000000E+00
02:15:00,2.554366E+03,0.000000E+00,8.731263E-02,0.000000E+00,1.120912E+03,0.000000E+00,3.831473E-02,0.000000E+00,2.522941E+03,0.000000E+00,8.623844E-02,0.000000E+00,1.119170E+03,0.000000E+00,3.825521E-02,0.000000E+00,1.619332E+03,0.000000E+00,5.535141E-02,0.000000E+00
02:30:00,2.554366E+03,0.000000E+00,8.731263E-02,0.000000E+00,1.120912E+03,0.000000E+00,3.831473E-02,0.000000E+00,2.522941E+03,0.000000E+00,8.623844E-02,0.000000E+00,1.119170E+03,0.000000E+00,3.825521E-02,0.000000E+00,1.619332E+03,0.000000E+00,5.535141E-02,0.000000E+00
